Topic,Count,Name,Representation,Representative_Docs
9,38,9_nan_electrode_positive_active,"['nan', 'electrode', 'positive', 'active', 'negative', 'material', 'layers', 'battery', 'constant', 'secondary']","['POSITIVE ELECTRODE ACTIVE MATERIAL AND BATTERY nan', 'POSITIVE ELECTRODE ACTIVE MATERIAL AND BATTERY nan', 'POSITIVE ELECTRODE ACTIVE MATERIAL AND BATTERY nan']"
10,38,10_nan___,"['nan', '', '', '', '', '', '', '', '', '']","['nan nan', 'nan nan', 'nan nan']"
11,35,11_layer_negative_electrode_positive,"['layer', 'negative', 'electrode', 'positive', 'active', 'collector', 'battery', 'allsolidstate', 'includes', 'an']","['ALL-SOLID-STATE BATTERY This all-solid-state battery comprises: a positive electrode layer that includes a positive electrode collector layer and a positive electrode active material layer; a negative electrode layer that includes a negative electrode collector layer and a negative electrode active material layer; and a solid electrolyte layer that includes a solid electrolyte, wherein the positive electrode active material layer and the negative electrode active material layer each contain carbon particles having an average interlayer distance d002 shorter than 0.342 (nm).', 'ALL-SOLID-STATE BATTERY This all-solid-state battery comprises: a positive electrode layer that includes a positive electrode collector layer and a positive electrode active material layer; a negative electrode layer that includes a negative electrode collector layer and a negative electrode active material layer; and a solid electrolyte layer that includes a solid electrolyte, wherein the positive electrode active material layer and the negative electrode active material layer each contain carbon particles having an average interlayer distance d002 shorter than 0.342 (nm).', 'nan This all-solid-state battery comprises: a positive electrode layer that includes a positive electrode collector layer and a positive electrode active material layer; a negative electrode layer that includes a negative electrode collector layer and a negative electrode active material layer; and a solid electrolyte layer that includes a solid electrolyte, wherein the positive electrode active material layer and the negative electrode active material layer each contain carbon particles having an average interlayer distance d002 shorter than 0.342 (nm).']"
12,33,12_diffraction_peak_xray_argyrodites,"['diffraction', 'peak', 'xray', 'argyrodites', 'measurement', 'preferable', 'cuk1', 'intensity', 'sulfide', 'ray']","['SULFIDE SOLID ELECTROLYTE A sulfide solid electrolyte is provided having: diffraction peak A observed within a range of 2θ=20.0° to 24.0°; and diffraction peak B observed within a range of 2θ=24.4° to 26.4°, diffraction peak A and diffraction peak B being observed by performing X-ray diffraction measurement using CuKα1 radiation, and the ratio of I A to IB, IA/IB, being 2.0 or less, wherein IA is an intensity of diffraction peak A and IB is an intensity of diffraction peak B. Preferably, the sulfide solid electrolyte contains elemental lithium, elemental phosphorus, elemental sulfur, and an elemental halogen. It is also preferable that the sulfide solid electrolyte has an argyrodite-type crystal structure. It is also preferable that the sulfide solid electrolyte contains a lithium halide hydrate.', 'SULFIDE SOLID ELECTROLYTE Provided is a sulfide solid electrolyte having: diffraction peak A observed within a range of 2θ = 20.0° to 24.0°; and diffraction peak B observed within a range of 2θ = 24.4° to 26.4°, diffraction peak A and diffraction peak B being observed by performing X-ray diffraction measurement using CuKα1 radiation, and the ratio of I A to IB, IA/IB, being 2.0 or less, wherein IA is an intensity of diffraction peak A and IB is an intensity of diffraction peak B. Preferably, the sulfide solid electrolyte contains elemental lithium, elemental phosphorus, elemental sulfur, and an elemental halogen. It is also preferable that the sulfide solid electrolyte has an argyrodite-type crystal structure. It is also preferable that the sulfide solid electrolyte contains a lithium halide hydrate.', 'SULFIDE SOLID ELECTROLYTE Provided is a sulfide solid electrolyte having: diffraction peak A observed within a range of 2θ = 20.0° to 24.0°; and diffraction peak B observed within a range of 2θ = 24.4° to 26.4°, diffraction peak A and diffraction peak B being observed by performing X-ray diffraction measurement using CuKα1 radiation, and the ratio of I A to IB, IA/IB, being 2.0 or less, wherein IA is an intensity of diffraction peak A and IB is an intensity of diffraction peak B. Preferably, the sulfide solid electrolyte contains elemental lithium, elemental phosphorus, elemental sulfur, and an elemental halogen. It is also preferable that the sulfide solid electrolyte has an argyrodite-type crystal structure. It is also preferable that the sulfide solid electrolyte contains a lithium halide hydrate.']"
13,30,13_nanoribbons_graphene_energy_storage,"['nanoribbons', 'graphene', 'energy', 'storage', '90', 'length', 'purity', 'lithiumion', 'herein', 'devices']","['GRAPHENE NANORIBBONS AS ELECTRODE MATERIALS IN ENERGY STORAGE DEVICES Provided herein are electrodes which include graphene nanoribbons of uniform length and greater than 90% purity. Also provided herein are energy storage devices, where the electrodes include graphene nanoribbons of uniform length and greater than 90% purity. The energy storage device may be, for example, a lithium-ion battery, a lithium-ion polymer battery,a solid-state battery or an ultracapacitor.', 'GRAPHENE NANORIBBONS AS ELECTRODE MATERIALS IN ENERGY STORAGE DEVICES Provided herein are electrodes which include graphene nanoribbons of uniform length and greater than 90% purity. Also provided herein are energy storage devices, where the electrodes include graphene nanoribbons of uniform length and greater than 90% purity. The energy storage device may be, for example, a lithium-ion battery, a lithium-ion polymer battery,a solid-state battery or an ultracapacitor.', 'GRAPHENE NANORIBBONS AS ELECTRODE MATERIALS IN ENERGY STORAGE DEVICES Provided herein are electrodes which include graphene nanoribbons of uniform length and greater than 90% purity. Also provided herein are energy storage devices, where the electrodes include graphene nanoribbons of uniform length and greater than 90% purity. The energy storage device may be, for example, a lithium-ion battery, a lithium-ion polymer battery,a solid-state battery or an ultracapacitor.']"
14,29,14_nitrogendoped_allsolid_batteries_sulfidebased,"['nitrogendoped', 'allsolid', 'batteries', 'sulfidebased', 'bromine', 'chlorine', 'iodine', '6a7', '3b6', '0d2']","['NITROGEN-DOPED SULFIDE-BASED SOLID ELECTROLYTE FOR ALL-SOLID BATTERIES The present invention relates to a nitrogen-doped sulfide-based solid electrolyte for all-solid batteries. The a nitrogen-doped sulfide-based solid electrolyte for all-solid batteries includes a compound with an argyrodite-type crystal structure represented by the following Formula 1:   Li aPSbNcXd\u2003\u2003[Formula 1] wherein 6≤a≤7, 3≤b≤6, 0≤c≤1, 0≤d≤2, and  each X is the same or different halogen atom selected from the group consisting of chlorine (Cl), bromine (Br), and iodine (I).', 'Nitrogen-doped sulfide-based solid electrolyte for all-solid batteries The present invention relates to a nitrogen-doped sulfide-based solid electrolyte for all-solid batteries. The a nitrogen-doped sulfide-based solid electrolyte for all-solid batteries includes a compound with an argyrodite-type crystal structure represented by the following Formula 1:   Li aPSbNcXd\u2003\u2003[Formula 1] wherein 6≤a≤7, 3<b<6, 0<c≤1, 0<d≤2, and each X is the same or different halogen atom selected from the group consisting of chlorine (Cl), bromine (Br), and iodine (I).', 'NITROGEN-DOPED SULFIDE-BASED SOLID ELECTROLYTE FOR ALL-SOLID BATTERIES The present invention relates to a nitrogen-doped sulfide-based solid electrolyte for all-solid batteries. The a nitrogen-doped sulfide-based solid electrolyte for all-solid batteries includes a compound with an argyrodite-type crystal structure represented by the following Formula 1:   Li aPSbNcXd\u2003\u2003[Formula 1] wherein 6≤a≤7, 3<b<6, 0<c≤1, 0<d≤2, and each X is the same or different halogen atom selected from the group consisting of chlorine (Cl), bromine (Br), and iodine (I).']"
15,28,15_3xpxs4xy_complexing_method_li1,"['3xpxs4xy', 'complexing', 'method', 'li1', 'plasmaprocessing', 'mixing', 'step', 'electrolyte', 'superion', 'form']","['A super-ion conductor solid electrolyte and preparation method and application thereof The invention claims a super-ion conductor solid electrolyte and preparation method and application thereof, the chemical formula of the solid electrolyte is as follows: Li1 + 3xPxS4xY wherein Y is a halogen element; x is a natural number, and 1 ≤x≤3; The specific preparation method comprises the following steps: step one, dissolving the Li2S and P2S5 at least one or L3PS4 into the solvent, fully stirring to completely dissolve; step two, adding LiY and initiator; step three, vacuumizing the reactor; step four, stirring, heating, after reaching the cut-off temperature, continuously stirring at constant temperature until the reaction is finished; after cooling to room temperature, breaking vacuum to obtain solution containing Li1 + 3xPxS4xY re-crystallizing the solution, drying to obtain solid Li1 + 3xPxS4xY The invention is easy to synthesize, suitable for large scale processing, the prepared compound ion conductivity is high, the corresponding lithium battery electrochemical performance is excellent.', 'A solid electrolyte of super-ion conductor and preparation method and application thereof The invention claims a super-ion conductor solid electrolyte and preparation method and application thereof, the chemical formula of the solid electrolyte is as follows: Li1 + 3xPxS4xY wherein Y is a halogen element; x is natural number, and x is not less than 1 and not more than 3; The specific preparation method comprises the following steps: step one, the Li2S and P2S5 at least one or L3PS4 dissolved in the solvent, fully stirring to completely dissolve; step two, adding LiY and initiator; step three, vacuumizing the reactor; step four, stirring, heating up, after reaching the cut-off temperature, continuously stirring at constant temperature until the reaction is finished; after cooling to room temperature, breaking the vacuum to obtain the solution containing Li1 + 3xPxS4xY re-crystallizing the solution, drying to obtain solid Li1 + 3xPxS4xY The invention is easy to synthesize, suitable for large-scale processing, the prepared compound ion conductivity is high, the corresponding lithium battery electrochemical performance is excellent.', 'A solid electrolyte of super-ion conductor and preparation method and application thereof The invention claims a super-ion conductor solid electrolyte and preparation method and application thereof, the chemical formula of the solid electrolyte is as follows: Li1 + 3xPxS4xY wherein Y is a halogen element; x is natural number, and x is not less than 1 and not more than 3; The specific preparation method comprises the following steps: step one, the Li2S and P2S5 at least one or L3PS4 dissolved in the solvent, fully stirring to completely dissolve; step two, adding LiY and initiator; step three, vacuumizing the reactor; step four, stirring, heating up, after reaching the cut-off temperature, continuously stirring at constant temperature until the reaction is finished; after cooling to room temperature, breaking the vacuum to obtain the solution containing Li1 + 3xPxS4xY re-crystallizing the solution, drying to obtain solid Li1 + 3xPxS4xY The invention is easy to synthesize, suitable for large-scale processing, the prepared compound ion conductivity is high, the corresponding lithium battery electrochemical performance is excellent.']"
16,28,16_mass_oxide_powder_lithiumcontaining,"['mass', 'oxide', 'powder', 'lithiumcontaining', 'more', 'amorphous', 'than', 'by', '035', 'less']","['AMORPHOUS LITHIUM ION-CONDUCTIVE OXIDE POWDER, METHOD FOR PRODUCING SAME, AND METHOD FOR PRODUCING LITHIUM ION-CONDUCTIVE OXIDE POWDER HAVING NASICON CRYSTAL STRUCTURE The present invention provides an amorphous lithium ion-conductive oxide powder which contains from 0.5% by mass to 6.5% by mass of lithium, more than 0% by mass but not more than 25.0% by mass of aluminum, more than 0% by mass but not more than 65.0% by mass of germanium, from 10% by mass to 30% by mass of phosphorus and more than 0% by mass but not more than 0.35% by mass of carbon, while having a specific surface area of from 15 m 2/g to 100 m2/g as determined by a BET one point method.', 'AMORPHOUS LITHIUM ION-CONDUCTIVE OXIDE POWDER, METHOD FOR PRODUCING SAME, AND METHOD FOR PRODUCING LITHIUM ION-CONDUCTIVE OXIDE POWDER HAVING NASICON CRYSTAL STRUCTURE The present invention provides an amorphous lithium ion-conductive oxide powder which contains from 0.5% by mass to 6.5% by mass of lithium, more than 0% by mass but not more than 25.0% by mass of aluminum, more than 0% by mass but not more than 65.0% by mass of germanium, from 10% by mass to 30% by mass of phosphorus and more than 0% by mass but not more than 0.35% by mass of carbon, while having a specific surface area of from 15 m 2/g to 100 m2/g as determined by a BET one point method.', 'AMORPHOUS LITHIUM ION-CONDUCTIVE OXIDE POWDER, METHOD FOR PRODUCING SAME, AND METHOD FOR PRODUCING LITHIUM ION-CONDUCTIVE OXIDE POWDER HAVING NASICON CRYSTAL STRUCTURE The present invention provides an amorphous lithium ion-conductive oxide powder which contains from 0.5% by mass to 6.5% by mass of lithium, more than 0% by mass but not more than 25.0% by mass of aluminum, more than 0% by mass but not more than 65.0% by mass of germanium, from 10% by mass to 30% by mass of phosphorus and more than 0% by mass but not more than 0.35% by mass of carbon, while having a specific surface area of from 15 m 2/g to 100 m2/g as determined by a BET one point method.']"
17,26,17_space_degrees_46_18,"['space', 'degrees', '46', '18', 'group', 'belonging', 'oxide', 'fm3m', '43', 'integrated']","['POSITIVE ELECTRODE ACTIVE MATERIAL AND BATTERY A positive-electrode active material contains a lithium composite oxide, wherein the lithium composite oxide is a multiphase mixture having a first phase with a crystal structure belonging to a space group Fm-3m and a second phase with a crystal structure belonging to a space group other than the space group Fm-3m, and in an XRD pattern of the lithium composite oxide, the integrated intensity ratio I (18°-20°)/I(43°-46°) of a first maximum peak located at a diffraction angle 2θ in the range of 18 to 20 degrees to a second maximum peak located at a diffraction angle 2θ in the range of 43 to 46 degrees satisfies 0.05 ≤ I(18°-20°)/I(43°-46°) ≤ 0.90.', 'POSITIVE ELECTRODE ACTIVE MATERIAL AND BATTERY A positive-electrode active material contains a lithium composite oxide, wherein the lithium composite oxide is a multiphase mixture having a first phase with a crystal structure belonging to a space group Fm-3m and a second phase with a crystal structure belonging to a space group other than the space group Fm-3m, and in an XRD pattern of the lithium composite oxide, the integrated intensity ratio I (18°-20°)/I(43°-46°) of a first maximum peak located at a diffraction angle 2θ in the range of 18 to 20 degrees to a second maximum peak located at a diffraction angle 2θ in the range of 43 to 46 degrees satisfies 0.05 ≤ I(18°-20°)/I(43°-46°) ≤ 0.90.', 'POSITIVE ELECTRODE ACTIVE MATERIAL AND BATTERY A positive-electrode active material contains a lithium composite oxide, wherein the lithium composite oxide is a multiphase mixture having a first phase with a crystal structure belonging to a space group Fm-3m and a second phase with a crystal structure belonging to a space group other than the space group Fm-3m, and in an XRD pattern of the lithium composite oxide, the integrated intensity ratio I (18°-20°)/I(43°-46°) of a first maximum peak located at a diffraction angle 2θ in the range of 18 to 20 degrees to a second maximum peak located at a diffraction angle 2θ in the range of 43 to 46 degrees satisfies 0.05 ≤ I(18°-20°)/I(43°-46°) ≤ 0.90.']"
18,25,18_ore_silver_germanium_sulphur,"['ore', 'silver', 'germanium', 'sulphur', 'sulphide', 'lithiumsulphursilvergermanium', 'sulphursilvergermanium', 'type', 'claims', 'electrolyte']","['Lithium-sulphur-silver-germanium oxide ore The invention claims a lithium sulphur silver germanium ore with formula Li (6-y) PS4O (1-y) X (1 + y), wherein X is a halide anion and y is a number between 0 and 0.8, comprising an end point. The invention further claims a synthetic lithium sulphur silver germanium ore and a composite comprising lithium sulphur silver germanium ore and other alkali metal oxide sulphur silver germanium ore and related method and composite.', 'Lithium-sulphur-silver-germanium oxide ore The invention claims a lithium sulphur silver germanium ore with formula Li (6-y) PS4O (1-y) X (1 + y), wherein X is a halide anion and y is a number between 0 and 0.8, comprising an end point. The invention further claims a synthetic lithium sulphur silver germanium ore and a composite comprising lithium sulphur silver germanium ore and other alkali metal oxide sulphur silver germanium ore and related method and composite.', 'Lithium-sulphur-silver-germanium oxide ore The invention claims a lithium sulphur silver germanium ore with formula Li (6-y) PS4O (1-y) X (1 + y), wherein X is a halide anion and y is a number between 0 and 0.8, comprising an end point. The invention further claims a synthetic lithium sulphur silver germanium ore and a composite comprising lithium sulphur silver germanium ore and other alkali metal oxide sulphur silver germanium ore and related method and composite.']"
19,25,19_sulfide_electrolyte_sintering_reactor,"['sulfide', 'electrolyte', 'sintering', 'reactor', 'preparing', 'method', 'multistep', 'solid', 'solvent', 'manufacturing']","['METHOD FOR PREPARING SULFIDE-BASED SOLID ELECTROLYTE In a method for preparing a sulfide-based solid electrolyte according to embodiments, a solvent and a precursor are mixed in a reactor. An open vacuum atmosphere is formed in the reactor. While maintaining the open vacuum atmosphere in the reactor, the mixture inside the reactor is reacted under conditions of stirring or of application of ultrasonic waves. A high-purity sulfide-based solid electrolyte can be prepared with high efficiency.', 'METHOD FOR PREPARING SULFIDE ELECTROLYTE THROUGH MULTI-STEP SINTERING, AND SULFIDE ELECTROLYTE PREPARED THEREBY A method for preparing a sulfide electrolyte through multi-step sintering, comprising: performing microwave plasma sintering on a precursor material, and then performing annealing sintering on the precursor material in a muffle furnace to obtain a sulfide electrolyte. By adopting the multi-step sintering method combining microwave plasma sintering and annealing sintering in a muffle furnace, the process of forming crystal nuclei and compacting a preform can be completed quickly, the reaction uniformity of crystal gains in the growing process is guaranteed, and the sulfide electrolyte material with a high crystallinity, a uniform bulk phase and good properties can be obtained rapidly.', 'METHOD FOR PREPARING SULFIDE ELECTROLYTE THROUGH MULTI-STEP SINTERING, AND SULFIDE ELECTROLYTE PREPARED THEREBY A method for preparing a sulfide electrolyte through multi-step sintering, comprising: performing microwave plasma sintering on a precursor material, and then performing annealing sintering on the precursor material in a muffle furnace to obtain a sulfide electrolyte. By adopting the multi-step sintering method combining microwave plasma sintering and annealing sintering in a muffle furnace, the process of forming crystal nuclei and compacting a preform can be completed quickly, the reaction uniformity of crystal gains in the growing process is guaranteed, and the sulfide electrolyte material with a high crystallinity, a uniform bulk phase and good properties can be obtained rapidly.']"
20,24,20_nan_therewith_made_amorphousnoncrystalline,"['nan', 'therewith', 'made', 'amorphousnoncrystalline', 'ionconductive', 'solidstate', 'ionconducting', 'battery', 'electrolyte', 'solid']","['SOLID ELECTROLYTE MATERIAL AND SOLID-STATE BATTERY MADE THEREWITH nan', 'SOLID ELECTROLYTE MATERIAL AND SOLID-STATE BATTERY MADE THEREWITH nan', 'SOLID ELECTROLYTE MATERIAL AND SOLID-STATE BATTERY MADE THEREWITH nan']"
21,23,21_elemental_sn_solution_organic,"['elemental', 'sn', 'solution', 'organic', 'step', 'uniform', 'precursor', 'solvent', 'tin', 'producing']","['METHOD FOR PRODUCING SULFIDE SOLID ELECTROLYTE INCLUDING SN The present invention can provide a method for producing a sulfide solid electrolyte, the method characterized by including: a solution preparation step for preparing a uniform solution that includes at least elemental lithium (Li), elemental tin (Sn), elemental phosphorus (P), and elemental sulfur (S) in an organic solvent; a drying step for removing the organic solvent from the uniform solution to obtain a precursor; and a heat treatment step for heat-treating the precursor to obtain a sulfide solid electrolyte.', 'Method for producing sulfide solid electrolyte including Sn The present invention can provide a method for producing a sulfide solid electrolyte, the method characterized by including: a solution preparation step for preparing a uniform solution that includes at least elemental lithium (Li), elemental tin (Sn), elemental phosphorus (P), and elemental sulfur (S) in an organic solvent; a drying step for removing the organic solvent from the uniform solution to obtain a precursor; and a heat treatment step for heat-treating the precursor to obtain a sulfide solid electrolyte.', 'METHOD FOR PRODUCING SULFIDE SOLID ELECTROLYTE INCLUDING SN The present invention can provide a method for producing a sulfide solid electrolyte, the method characterized by including: a solution preparation step for preparing a uniform solution that includes at least elemental lithium (Li), elemental tin (Sn), elemental phosphorus (P), and elemental sulfur (S) in an organic solvent; a drying step for removing the organic solvent from the uniform solution to obtain a precursor; and a heat treatment step for heat-treating the precursor to obtain a sulfide solid electrolyte.']"
22,23,22_is_hf_conductor_oxidation,"['is', 'hf', 'conductor', 'oxidation', 'formula', 'combination', 'pseudohalogen', 'iv', 'number', 'iii']","['SOLID CONDUCTOR, PREPARATION METHOD THEREOF, SOLID ELECTROLYTE INCLUDING THE SOLID CONDUCTOR, AND ELECTROCHEMICAL DEVICE INCLUDING THE SOLID CONDUCTOR A solid conductor including:   a compound represented by Formula 1, a compound represented by Formula 2, or a combination thereof  Li 1+x+y−zTa2-xMxP1-yQyO8-zXz \u2003\u2003Formula 1 wherein, in Formula 1,   M is an element having an oxidation number of +4, Q is an element having an oxidation number of +4, X is a halogen, a pseudohalogen, or a combination thereof, and 0≤x≤2, 0≤y<1, and 0≤z≤2, except that cases i) x and y and z are simultaneously 0, ii) M is Hf, X is F, x is 1 , y is 0, and z is 1, iii) M is Hf, X is Cl, x is 2, y is 0, and z is 2, and iv) M is Hf, X is F, x is 2, y is 0, and z is 2,  Li 1+x+y−zTa2-xMxP1-yQyO8-zLiX \u2003\u2003Formula 2 wherein, in Formula 2,   M is an element having an oxidation number of +4, Q is an element having an oxidation number of +4, X is a halogen, a pseudohalogen, or a combination thereof, and 0)(2, 0y<1, and 0z2, except that cases i) x and y and z are simultaneously 0, ii) M is Hf, X is F, x is 1 , y is 0, and z is 1, iii) M is Hf, X is Cl, x is 2, y is 0, and z is 2, and iv) M is Hf, X is F, x is 2, y is 0, and z is 2.', 'SOLID CONDUCTOR, PREPARATION METHOD THEREOF, SOLID ELECTROLYTE INCLUDING THE SOLID CONDUCTOR, AND ELECTROCHEMICAL DEVICE INCLUDING THE SOLID CONDUCTOR A solid conductor including:   a compound represented by Formula 1, a compound represented by Formula 2, or a combination thereof  Li 1+x+y−zTa2-xMxP1-yQyO8-zXz \u2003\u2003Formula 1 wherein, in Formula 1,   M is an element having an oxidation number of +4, Q is an element having an oxidation number of +4, X is a halogen, a pseudohalogen, or a combination thereof, and 0≤x≤2, 0≤y<1, and 0≤z≤2, except that cases i) x and y and z are simultaneously 0, ii) M is Hf, X is F, x is 1 , y is 0, and z is 1, iii) M is Hf, X is Cl, x is 2, y is 0, and z is 2, and iv) M is Hf, X is F, x is 2, y is 0, and z is 2,  Li 1+x+y−zTa2-xMxP1-yQyO8-zLiX \u2003\u2003Formula 2 wherein, in Formula 2,   M is an element having an oxidation number of +4, Q is an element having an oxidation number of +4, X is a halogen, a pseudohalogen, or a combination thereof, and 0)(2, 0y<1, and 0z2, except that cases i) x and y and z are simultaneously 0, ii) M is Hf, X is F, x is 1 , y is 0, and z is 1, iii) M is Hf, X is Cl, x is 2, y is 0, and z is 2, and iv) M is Hf, X is F, x is 2, y is 0, and z is 2.', 'SOLID CONDUCTOR, PREPARATION METHOD THEREOF, SOLID ELECTROLYTE INCLUDING THE SOLID CONDUCTOR, AND ELECTROCHEMICAL DEVICE INCLUDING THE SOLID CONDUCTOR A solid conductor including:   a compound represented by Formula 1, a compound represented by Formula 2, or a combination thereof  Li 1+x+y−zTa2-xMxP1-yQyO8-zXz \u2003\u2003Formula 1 wherein, in Formula 1,   M is an element having an oxidation number of +4, Q is an element having an oxidation number of +4, X is a halogen, a pseudohalogen, or a combination thereof, and 0≤x≤2, 0≤y<1, and 0≤z≤2, except that cases i) x and y and z are simultaneously 0, ii) M is Hf, X is F, x is 1 , y is 0, and z is 1, iii) M is Hf, X is Cl, x is 2, y is 0, and z is 2, and iv) M is Hf, X is F, x is 2, y is 0, and z is 2,  Li 1+x+y−zTa2-xMxP1-yQyO8-zLiX \u2003\u2003Formula 2 wherein, in Formula 2,   M is an element having an oxidation number of +4, Q is an element having an oxidation number of +4, X is a halogen, a pseudohalogen, or a combination thereof, and 0)(2, 0y<1, and 0z2, except that cases i) x and y and z are simultaneously 0, ii) M is Hf, X is F, x is 1 , y is 0, and z is 1, iii) M is Hf, X is Cl, x is 2, y is 0, and z is 2, and iv) M is Hf, X is F, x is 2, y is 0, and z is 2.']"
23,22,23_solidstate_metalloidcontaining_removed_metal,"['solidstate', 'metalloidcontaining', 'removed', 'metal', 'andor', 'synthesizing', 'sulfide', 'where', 'nacl', 'na2s']","['METHOD OF SYNTHESIS OF SOLID ELECTROLYTE, A SOLID-STATE ELECTROLYTE COMPOSITION, AND AN ELECTROCHEMICAL CELL A method of synthesizing a solid-state electrolyte where P 2S5, Na2S and LiC1 are dissolved in one of more solvents; where upon reacting of the mixture, NaCl precipitates out and is removed from the solution; the solvent is removed; and the sulfide solid-state electrolyte is dried, then crystalized to be used in a solid-state battery. A solid-state battery comprising the produced sulfide solid-state electrolyte is also described.', 'METHOD OF SYNTHESIS OF SOLID ELECTROLYTE, A SOLID-STATE ELECTROLYTE COMPOSITION, AND AN ELECTROCHEMICAL CELL A method of synthesizing a solid-state electrolyte where P 2S5, Na2S and LiC1 are dissolved in one of more solvents; where upon reacting of the mixture, NaCl precipitates out and is removed from the solution; the solvent is removed; and the sulfide solid-state electrolyte is dried, then crystalized to be used in a solid-state battery. A solid-state battery comprising the produced sulfide solid-state electrolyte is also described.', 'METHOD OF SYNTHESIS OF SOLID ELECTROLYTE, A SOLID-STATE ELECTROLYTE COMPOSITION, AND AN ELECTROCHEMICAL CELL A method of synthesizing a solid-state electrolyte where P 2S5, Na2S and LiC1 are dissolved in one of more solvents; where upon reacting of the mixture, NaCl precipitates out and is removed from the solution; the solvent is removed; and the sulfide solid-state electrolyte is dried, then crystalized to be used in a solid-state battery. A solid-state battery comprising the produced sulfide solid-state electrolyte is also described.']"
24,21,24_nan_manufacturing_battery_allsolidstate,"['nan', 'manufacturing', 'battery', 'allsolidstate', 'its', 'an', 'allsolid', 'completely', 'method', 'inclusioninnercover']","['An all-solid battery and its manufacturing method nan', 'A solid battery and its manufacturing method nan', 'A solid battery and its manufacturing method nan']"
25,21,25_099_hardly_3985_498,"['099', 'hardly', '3985', '498', 'respectively', 'satisfy', 'deteriorates', 'ga', 'wet', '001']","['SOLID ELECTROLYTE AND ALL-SOLID BATTERY USING SAME A solid electrolyte of the present invention is represented by a general formula: Li aPbMcOd Ne, where M is at least one element selected from the group consisting of Si, B, Ge, Al, C, Ga and S, and a, b, c, d and e respectively satisfy a = 0.62 to 4.98, b = 0.01 to 0.99, c = 0.01 to 0.99, d = 1.070 to 3.985, e = 0.01 to 0.50, and b+c = 1.0. The solid electrolyte hardly deteriorates in a wet atmosphere.', 'SOLID ELECTROLYTE AND ALL-SOLID BATTERY USING SAME A solid electrolyte of the present invention is represented by a general formula: Li aPbMcOd Ne, where M is at least one element selected from the group consisting of Si, B, Ge, Al, C, Ga and S, and a, b, c, d and e respectively satisfy a = 0.62 to 4.98, b = 0.01 to 0.99, c = 0.01 to 0.99, d = 1.070 to 3.985, e = 0.01 to 0.50, and b+c = 1.0. The solid electrolyte hardly deteriorates in a wet atmosphere.', 'Solid electrolyte and all solid state battery using the same A solid electrolyte of the present invention is represented by a general formula: Li xMOyNz, where M is at least one element selected from the group consisting of Si, B, Ge, Al, C, Ga and S, and x, y and z respectively satisfy x=0.6 to 5.0, y=1.050 to 3. 985, and z=0.01 to 0.50. The solid electrolyte hardly deteriorates in a wet atmosphere. ']"
