Topic,Count,Name,Representation,Representative_Docs
9,44,9_lifting_assembly_handling_102,"['lifting', 'assembly', 'handling', '102', 'modules', 'supercapacitor', 'grid', 'more', '10', '30']","['ENERGY STORAGE SYSTEM FOR A LOAD HANDLING DEVICE The invention is a load handling device (30) for lifting and moving one or more containers (10) stacked in a storage system comprising a grid framework (14) supporting a pathway arranged in a grid pattern above the stacks (12) of containers (10), the load handling device (30) comprising: i. a vehicle body (32) housing a driving mechanism operatively arranged for moving the load handling device (30) on the grid framework (14); ii. a lifting device comprising a lifting drive assembly and a grabber device (39) configured, in use, to releasably grip a container (10) and lift the container (10) from the stack (12) into a container-receiving space (40); wherein the lifting drive assembly (10) and/or the driving mechanism comprises at least one motor forming electrical loads (104); iii. a rechargeable power source (100); iv. an assembly of one or more supercapacitor modules (102); characterised in that the electrical loads 104 are connected across the assembly of one or more supercapacitor modules (102), and that the rechargeable power source (100) is connected in parallel to the assembly of one or more supercapacitor modules (102) such that the rechargeable power source 100 is configured to provide power to the assembly of one or more supercapacitor modules (102).', 'ENERGY STORAGE SYSTEM FOR A LOAD HANDLING DEVICE The invention is a load handling device (30) for lifting and moving one or more containers (10) stacked in a storage system comprising a grid framework (14) supporting a pathway arranged in a grid pattern above the stacks (12) of containers (10), the load handling device (30) comprising: i. a vehicle body (32) housing a driving mechanism operatively arranged for moving the load handling device (30) on the grid framework (14); ii. a lifting device comprising a lifting drive assembly and a grabber device (39) configured, in use, to releasably grip a container (10) and lift the container (10) from the stack (12) into a container-receiving space (40); wherein the lifting drive assembly (10) and/or the driving mechanism comprises at least one motor forming electrical loads (104); iii. a rechargeable power source (100); iv. an assembly of one or more supercapacitor modules (102); characterised in that the electrical loads 104 are connected across the assembly of one or more supercapacitor modules (102), and that the rechargeable power source (100) is connected in parallel to the assembly of one or more supercapacitor modules (102) such that the rechargeable power source 100 is configured to provide power to the assembly of one or more supercapacitor modules (102).', 'ENERGY STORAGE SYSTEM FOR A LOAD HANDLING DEVICE The invention is a load handling device (30) for lifting and moving one or more containers (10) stacked in a storage system comprising a grid framework (14) supporting a pathway arranged in a grid pattern above the stacks (12) of containers (10), the load handling device (30) comprising: i. a vehicle body (32) housing a driving mechanism operatively arranged for moving the load handling device (30) on the grid framework (14); ii. a lifting device comprising a lifting drive assembly and a grabber device (39) configured, in use, to releasably grip a container (10) and lift the container (10) from the stack (12) into a container-receiving space (40); wherein the lifting drive assembly (10) and/or the driving mechanism comprises at least one motor forming electrical loads (104); iii. a rechargeable power source (100); iv. an assembly of one or more supercapacitor modules (102); characterised in that the electrical loads 104 are connected across the assembly of one or more supercapacitor modules (102), and that the rechargeable power source (100) is connected in parallel to the assembly of one or more supercapacitor modules (102) such that the rechargeable power source 100 is configured to provide power to the assembly of one or more supercapacitor modules (102).']"
10,30,10_illumination_dockable_led_module,"['illumination', 'dockable', 'led', 'module', 'subsystem', 'docking', 'station', 'supplying', 'array', 'cord']","['Electrical power supplying and cord management station with dockable module supporting multiple modes of operation An electrical power supplying and cord management system including: a module docking station having a module docking receptacle and base station portion having integrated external power cord storage compartments for power cord management; and a multi-function dockable module dockable in the module docking receptacle and manually removable and useable locally as well as at remote locations. The dockable module supports (i) an emergency-light illumination subsystem including a LED array for producing, during an emergency-light illumination mode, illumination in response to automatic detection of changes in line voltage supplied to the portable electrical power supplying system; a night-light illumination subsystem including the LED array for producing, during a night-light illumination mode, illumination in response to automatic detection of changes in the light level of the ambient environment; and a battery power storage subsystem containing a rechargeable battery storage module for storing DC electrical power for driving the LED array during various modes, and recharging a DC power electronic device such a mobile phone.', 'ELECTRICAL POWER SUPPLYING AND CORD MANAGEMENT STATION WITH DOCKABLE MODULE SUPPORTING MULTIPLE MODES OF OPERATION An electrical power supplying and cord management system including: a module docking station having a module docking receptacle and base station portion having integrated external power cord storage compartments for power cord management; and a multi-function dockable module dockable in the module docking receptacle and manually removable and useable locally as well as at remote locations. The dockable module supports (i) an emergency-light illumination subsystem including a LED array for producing, during an emergency-light illumination mode, illumination in response to automatic detection of changes in line voltage supplied to the portable electrical power supplying system; a night-light illumination subsystem including the LED array for producing, during a night-light illumination mode, illumination in response to automatic detection of changes in the light level of the ambient environment; and a battery power storage subsystem containing a rechargeable battery storage module for storing DC electrical power for driving the LED array during various modes, and recharging a DC power electronic device such a mobile phone.', 'ELECTRICAL POWER SUPPLYING AND CORD MANAGEMENT STATION WITH DOCKABLE MODULE SUPPORTING MULTIPLE MODES OF OPERATION An electrical power supplying and cord management system including: a module docking station having a module docking receptacle and base station portion having integrated external power cord storage compartments for power cord management; and a multi-function dockable module dockable in the module docking receptacle and manually removable and useable locally as well as at remote locations. The dockable module supports (i) an emergency-light illumination subsystem including a LED array for producing, during an emergency-light illumination mode, illumination in response to automatic detection of changes in line voltage supplied to the portable electrical power supplying system; a night-light illumination subsystem including the LED array for producing, during a night-light illumination mode, illumination in response to automatic detection of changes in the light level of the ambient environment; and a battery power storage subsystem containing a rechargeable battery storage module for storing DC electrical power for driving the LED array during various modes, and recharging a DC power electronic device such a mobile phone.']"
11,28,11_wireless_towing_outer_charging,"['wireless', 'towing', 'outer', 'charging', 'reception', 'generalpurpose', 'power', 'terminal', 'shape', 'heat']","['Wireless charging system for vehicle A wireless charging system for a vehicle includes a wireless power receiver (10) that receives electrical power wirelessly. A heat transfer device (20) which transmits heat generated by the wireless power receiver (10). A rechargeable battery (30) is charged with the electric power obtained from the wireless power receiver (10) and heated by obtaining the heat transmitted by the heat transfer device (20).', 'Wireless charging system for vehicle A wireless charging system for a vehicle includes a wireless power receiver (10) that receives electrical power wirelessly. A heat transfer device (20) which transmits heat generated by the wireless power receiver (10). A rechargeable battery (30) is charged with the electric power obtained from the wireless power receiver (10) and heated by obtaining the heat transmitted by the heat transfer device (20).', 'Wireless charging system for vehicle A wireless charging system for a vehicle includes a wireless power receiver (10) that receives electrical power wirelessly. A heat transfer device (20) which transmits heat generated by the wireless power receiver (10). A rechargeable battery (30) is charged with the electric power obtained from the wireless power receiver (10) and heated by obtaining the heat transmitted by the heat transfer device (20).']"
12,27,12_traction_fracturing_system_power,"['traction', 'fracturing', 'system', 'power', 'breaker', 'storage', 'railway', 'microgrid', 'supply', 'more']","['RAILWAY POWER SYSTEM AND ASSOCIATED METHOD The present invention relates to a method for converting a diesel-electric, or diesel hydraulic rail vehicle to an all-electric rail vehicle capable of moving on partially electrified railway tracks, comprising providing the vehicle a storage and autonomous supply electric power system comprising an electric traction unit, if not present in the vehicle prior to the conversion, or if the existing electric traction unit is to be replaced; an accumulator unit comprising one or more electricity accumulators, and a super capacitor unit comprising one or more super-capacitive assemblies; a power supply device for supplying external power when available to the traction and the storage and supply system, and a control and distribution system for distributing electric power between the traction system, the power supply device and the electric power storage and autonomous supply system according to the traction operation and availability of external power.', 'RAILWAY POWER SYSTEM AND ASSOCIATED METHOD The present invention relates to a method for converting a diesel-electric, or diesel hydraulic rail vehicle to an all-electric rail vehicle capable of moving on partially electrified railway tracks, comprising providing the vehicle a storage and autonomous supply electric power system comprising an electric traction unit, if not present in the vehicle prior to the conversion, or if the existing electric traction unit is to be replaced; an accumulator unit comprising one or more electricity accumulators, and a super capacitor unit comprising one or more super-capacitive assemblies; a power supply device for supplying external power when available to the traction and the storage and supply system, and a control and distribution system for distributing electric power between the traction system, the power supply device and the electric power storage and autonomous supply system according to the traction operation and availability of external power.', 'RAILWAY POWER SYSTEM AND ASSOCIATED METHOD The present invention relates to a method for converting a diesel-electric, or diesel hydraulic rail vehicle to an all-electric rail vehicle capable of moving on partially electrified railway tracks, comprising providing the vehicle a storage and autonomous supply electric power system comprising an electric traction unit, if not present in the vehicle prior to the conversion, or if the existing electric traction unit is to be replaced; an accumulator unit comprising one or more electricity accumulators, and a super capacitor unit comprising one or more super-capacitive assemblies; a power supply device for supplying external power when available to the traction and the storage and supply system, and a control and distribution system for distributing electric power between the traction system, the power supply device and the electric power storage and autonomous supply system according to the traction operation and availability of external power.']"
13,26,13_largecapacity_volume_density_portion,"['largecapacity', 'volume', 'density', 'portion', 'electric', 'driving', 'end', 'generation', 'lead', 'open']","['Open cabin electric vehicle PROBLEM TO BE SOLVED: To suppress increasing complexity of a vehicle structure of an open cabin electric vehicle that comprises a driving large-capacity battery which has volume energy density larger than the volume energy density of a lead storage battery and supplies electric power to a driving electric motor, and a fuel type power generation device which generates electric power using fuel.  SOLUTION: When viewed leftward or rightward, a recessed part overlaps with a passage region, through which a person or load can be passed, of an entrance part which has no door between a driving large-capacity battery and a fuel type electric power generation device so that a lower end of a front wall part and a lower end and a bottom part of a rear wall part are located below an upper end of the driving large-capacity battery which has volume energy density larger than the volume energy density of a lead storage battery and an upper end of the fuel type electric power generation device.  SELECTED DRAWING: Figure 1', 'Open cabin electric vehicle PROBLEM TO BE SOLVED: To suppress increasing complexity of a vehicle structure of an open cabin electric vehicle that comprises a driving large-capacity battery which has volume energy density larger than the volume energy density of a lead storage battery and supplies electric power to a driving electric motor, and a fuel type power generation device which generates electric power using fuel.  SOLUTION: When viewed leftward or rightward, a recessed part overlaps with a passage region, through which a person or load can be passed, of an entrance part which has no door between a driving large-capacity battery and a fuel type electric power generation device so that a lower end of a front wall part and a lower end and a bottom part of a rear wall part are located below an upper end of the driving large-capacity battery which has volume energy density larger than the volume energy density of a lead storage battery and an upper end of the fuel type electric power generation device.  SELECTED DRAWING: Figure 1', 'Open cabin electric vehicle PROBLEM TO BE SOLVED: To suppress increasing complexity of a vehicle structure of an open cabin electric vehicle that comprises a driving large-capacity battery which has volume energy density larger than the volume energy density of a lead storage battery and supplies electric power to a driving electric motor, and a fuel type power generation device which generates electric power using fuel.  SOLUTION: When viewed leftward or rightward, a recessed part overlaps with a passage region, through which a person or load can be passed, of an entrance part which has no door between a driving large-capacity battery and a fuel type electric power generation device so that a lower end of a front wall part and a lower end and a bottom part of a rear wall part are located below an upper end of the driving large-capacity battery which has volume energy density larger than the volume energy density of a lead storage battery and an upper end of the fuel type electric power generation device.  SELECTED DRAWING: Figure 1']"
14,24,14_nan_pacing_electricity_ptvi,"['nan', 'pacing', 'electricity', 'ptvi', 'revascularization', 'collector', 'stacking', 'handling', 'charge', 'procedure']","['Charging device nan', 'nan Cardioprotective pacing is applied to prevent and/or reduce cardiac injury associated with myocardial infarction (MI) and revascularization procedure. Pacing pulses are generated from a flexible pacemaker circuit integrated with a percutaneous transluminal vascular intervention (PTVI) device and delivered through pacing electrodes incorporated onto the PTVI device during the revascularization procedure.', 'nan Cardioprotective pacing is applied to prevent and/or reduce cardiac injury associated with myocardial infarction (MI) and revascularization procedure. Pacing pulses are generated from a flexible pacemaker circuit integrated with a percutaneous transluminal vascular intervention (PTVI) device and delivered through pacing electrodes incorporated onto the PTVI device during the revascularization procedure.']"
15,22,15_compass_direction_strength_digital,"['compass', 'direction', 'strength', 'digital', 'delivery', 'magnetic', 'field', 'aerosol', 'functional', 'multiaxis']","['A DIGITAL COMPASS FOR AN AEROSOL DELIVERY DEVICE An aerosol delivery device is provided. The aerosol delivery device comprises a control component and a digital compass. The digital compass includes a multi-axis magnetometer configured to measure a magnetic field in an environment of the aerosol delivery device, and generate a corresponding signal that indicates a direction and strength of the magnetic field. The control component or the digital compass are configured to control operation of at least one functional element of the aerosol delivery device based on the direction and strength of the magnetic field indicated by the corresponding signal, or a direction of the aerosol delivery device relative thereto. Control of the at least one functional element includes output of the direction and strength of the magnetic field or the direction of the aerosol delivery device for presentation by a display.', 'DIGITAL COMPASS FOR AN AEROSOL DELIVERY DEVICE An aerosol delivery device is provided. The aerosol delivery device comprises a control component and a digital compass. The digital compass includes a multi-axis magnetometer configured to measure a magnetic field in an environment of the aerosol delivery device, and generate a corresponding signal that indicates a direction and strength of the magnetic field. The control component or the digital compass are configured to control operation of at least one functional element of the aerosol delivery device based on the direction and strength of the magnetic field indicated by the corresponding signal, or a direction of the aerosol delivery device relative thereto. Control of the at least one functional element includes output of the direction and strength of the magnetic field or the direction of the aerosol delivery device for presentation by a display.', 'A DIGITAL COMPASS FOR AN AEROSOL DELIVERY DEVICE An aerosol delivery device is provided. The aerosol delivery device comprises a control component and a digital compass. The digital compass includes a multi-axis magnetometer configured to measure a magnetic field in an environment of the aerosol delivery device, and generate a corresponding signal that indicates a direction and strength of the magnetic field. The control component or the digital compass are configured to control operation of at least one functional element of the aerosol delivery device based on the direction and strength of the magnetic field indicated by the corresponding signal, or a direction of the aerosol delivery device relative thereto. Control of the at least one functional element includes output of the direction and strength of the magnetic field or the direction of the aerosol delivery device for presentation by a display.']"
16,22,16_autonomous_density_high_energy,"['autonomous', 'density', 'high', 'energy', 'vehicles', 'degradation', 'requirements', 'core', 'highpower', 'electrochemical']","['Electrochemical energy storage system for high energy and high power requirements An apparatus and method for electrochemical energy storage for high- power and high-energy autonomous applications, including autonomous electric vehicles having remote active drive cycle monitoring and/or governance and thermal management control, are described. For autonomous vehicles, the apparatus includes: at least one high-power, low-energy density tertiary storage battery having low cost, and designed to wear and be replaceable; at least one high energy density core battery; at least one intermediate power and energy density secondary battery for buffering the load on the core battery; and a battery controller. The autonomous vehicle energy requirement and consumption rate are provided in such a manner that performance degradation over the life of the system is reduced.', 'Electrochemical energy storage system for high energy and high power requirements An apparatus and method for electrochemical energy storage for high- power and high-energy autonomous applications, including autonomous electric vehicles having remote active drive cycle monitoring and/or governance and thermal management control, are described. For autonomous vehicles, the apparatus includes: at least one high-power, low-energy density tertiary storage battery having low cost, and designed to wear and be replaceable; at least one high energy density core battery; at least one intermediate power and energy density secondary battery for buffering the load on the core battery; and a battery controller. The autonomous vehicle energy requirement and consumption rate are provided in such a manner that performance degradation over the life of the system is reduced.', 'ELECTROCHEMICAL ENERGY STORAGE SYSTEM FOR HIGH-ENERGY AND HIGH-POWER REQUIREMENTS An apparatus and method for electrochemical energy storage for high-power and high-energy autonomous applications, including autonomous electric vehicles having remote active drive cycle monitoring and/or governance and thermal management control, are described. For autonomous vehicles, the apparatus includes: at least one high-power, low-energy density tertiary storage battery having low cost, and designed to wear and be replaceable; at least one high energy density core battery; at least one intermediate power and energy density secondary battery for buffering the load on the core battery; and a battery controller. The autonomous vehicle energy requirement and consumption rate are provided in such a manner that performance degradation over the life of the system is reduced.']"
17,21,17_sample_xray_analysis_diffraction,"['sample', 'xray', 'analysis', 'diffraction', 'metal', 'unit', 'compound', 'pressurizing', 'microscope', 'receiving']","['Structure for battery analysis and X-ray diffraction device A structure for battery analysis of the present invention includes a pressurizing unit ( 30) having a pressurizing mechanism, and a pressure receiving unit (10) for receiving pressure acting on a sample battery (S), and pressurizes the sample battery (S) accommodated in a hollow portion of a battery accommodation unit (20) between the pressurizing unit (30) and the pressure receiving unit (10) to suppress expansion and contraction of the sample battery (S).', 'STRUCTURE FOR BATTERY ANALYSIS AND X-RAY DIFFRACTION DEVICE A structure for battery analysis of the present invention includes a pressurizing unit ( 30) having a pressurizing mechanism, and a pressure receiving unit (10) for receiving pressure acting on a sample battery (S), and pressurizes the sample battery (S) accommodated in a hollow portion of a battery accommodation unit (20) between the pressurizing unit (30) and the pressure receiving unit (10) to suppress expansion and contraction of the sample battery (S).', 'STRUCTURE FOR BATTERY ANALYSIS AND X-RAY DIFFRACTION DEVICE A structure for battery analysis of the present invention includes a pressurizing unit ( 30) having a pressurizing mechanism, and a pressure receiving unit (10) for receiving pressure acting on a sample battery (S), and pressurizes the sample battery (S) accommodated in a hollow portion of a battery accommodation unit (20) between the pressurizing unit (30) and the pressure receiving unit (10) to suppress expansion and contraction of the sample battery (S).']"
18,21,18_nan___,"['nan', '', '', '', '', '', '', '', '', '']","['nan nan', 'nan nan', 'nan nan']"
19,20,19_type_selfpower_flexible_ultrathin,"['type', 'selfpower', 'flexible', 'ultrathin', 'element', 'apply', 'same', 'supply', 'elements', 'film']","['SELF-POWER SUPPLY TYPE ELEMENT AND FLEXIBLE DEVICE INCLUDING SAME A self-power supply type element includes an element for receiving an electric current and performing a unique function thereof, and an ultra-thin film type micro-battery connected to the element to apply an electric current thereto. A flexible device includes a self-power supply type element. The self-power supply type element may include a substrate, a plurality of elements mounted on the substrate, a plurality of ultra-thin film type micro-batteries connected to each of the plurality of elements to apply a current to each of the plurality of elements, and either an auxiliary current supply battery connected to each of the plurality of elements to apply a current to each of the plurality of elements, or a wireless charging module connected to each of the plurality of ultra-thin film type micro-batteries to receive power from a surrounding radio wave or magnetic field and charge the ultra-thin film type micro-batteries.', 'SELF-POWER SUPPLY TYPE ELEMENT AND FLEXIBLE DEVICE INCLUDING SAME A self-power supply type element includes an element for receiving an electric current and performing a unique function thereof, and an ultra-thin film type micro-battery connected to the element to apply an electric current thereto. A flexible device includes a self-power supply type element. The self-power supply type element may include a substrate, a plurality of elements mounted on the substrate, a plurality of ultra-thin film type micro-batteries connected to each of the plurality of elements to apply a current to each of the plurality of elements, and either an auxiliary current supply battery connected to each of the plurality of elements to apply a current to each of the plurality of elements, or a wireless charging module connected to each of the plurality of ultra-thin film type micro-batteries to receive power from a surrounding radio wave or magnetic field and charge the ultra-thin film type micro-batteries.', 'SELF-POWER SUPPLY TYPE ELEMENT AND FLEXIBLE DEVICE INCLUDING SAME A self-power supply type element includes an element for receiving an electric current and performing a unique function thereof, and an ultra-thin film type micro-battery connected to the element to apply an electric current thereto. A flexible device includes a self-power supply type element. The self-power supply type element may include a substrate, a plurality of elements mounted on the substrate, a plurality of ultra-thin film type micro-batteries connected to each of the plurality of elements to apply a current to each of the plurality of elements, and either an auxiliary current supply battery connected to each of the plurality of elements to apply a current to each of the plurality of elements, or a wireless charging module connected to each of the plurality of ultra-thin film type micro-batteries to receive power from a surrounding radio wave or magnetic field and charge the ultra-thin film type micro-batteries.']"
20,19,20_memory_nonvolatile_ram_chip,"['memory', 'nonvolatile', 'ram', 'chip', 'film', 'array', 'semiconductor', 'integrated', 'supply', 'passivation']","['NON-VOLATILE MEMORY PURPOSE: To achieve non-volatility of RAM and the like, by mounting a power supply element to each RAM.   CONSTITUTION: A passivation film 8 is formed on the surface of a C-MOS static RAM, a positive (negative) material film 9 of a battery, solid-state electrolytic film 10, negative (positive) material film of battery 11, are sequentially formed on it, a passivation film 13 is finally formed, chip is bonded and packaging is made. When an external power supply 27 turns on, a switching circuit 28 operates a memory cell array 21 and a peripheral circuit 20, and a battery 29 is charged. If the power supply 27 turns off, a current flows from the battery 29 to the array 21 to keep the memory content and to constitute a non-volatile RAM.  COPYRIGHT: (C)1982,JPO&Japio', 'NON-VOLATILE MEMORY PURPOSE: To achieve non-volatility of RAM and the like, by mounting a power supply element to each RAM.   CONSTITUTION: A passivation film 8 is formed on the surface of a C-MOS static RAM, a positive (negative) material film 9 of a battery, solid-state electrolytic film 10, negative (positive) material film of battery 11, are sequentially formed on it, a passivation film 13 is finally formed, chip is bonded and packaging is made. When an external power supply 27 turns on, a switching circuit 28 operates a memory cell array 21 and a peripheral circuit 20, and a battery 29 is charged. If the power supply 27 turns off, a current flows from the battery 29 to the array 21 to keep the memory content and to constitute a non-volatile RAM.  COPYRIGHT: (C)1982,JPO&Japio', 'NON-VOLATILE MEMORY PURPOSE: To achieve non-volatility of RAM and the like, by mounting a power supply element to each RAM.   CONSTITUTION: A passivation film 8 is formed on the surface of a C-MOS static RAM, a positive (negative) material film 9 of a battery, solid-state electrolytic film 10, negative (positive) material film of battery 11, are sequentially formed on it, a passivation film 13 is finally formed, chip is bonded and packaging is made. When an external power supply 27 turns on, a switching circuit 28 operates a memory cell array 21 and a peripheral circuit 20, and a battery 29 is charged. If the power supply 27 turns off, a current flows from the battery 29 to the array 21 to keep the memory content and to constitute a non-volatile RAM.  COPYRIGHT: (C)1982,JPO&Japio']"
21,18,21_coating_ph_isoelectric_thickness,"['coating', 'ph', 'isoelectric', 'thickness', 'selfassembly', 'utilizing', 'layers', 'will', 'coatings', 'selflimiting']","['nan An apparatus and method for measuring the isoelectric pH for materials deposited on or otherwise affixed onto and in contact with an electrode surface, and a method for utilizing the isoelectric pH to form nanometer thickness, self-assembled layers on the material, are described. Forming such layers utilizing information obtained about the isoelectric pH values of the substrate and the coating is advantageous since the growth of the coating is self-limiting because once the surface charge has been neutralized there is no longer a driving force for the solid electrolyte coating thickness to increase, and uniform coatings without pinhole defects will be produced because a local driving force for assembly will exist if any bare electrode material is exposed to the solution. The present self-assembly procedure, when combined with electrodeposition, may be used to increase the coating thickness. Self-assembly, with or without additional electrodeposition, allows intimate contact between the anode, electrolyte and cathode which is required for successful application to solid-state batteries, as an example.', 'nan An apparatus and method for measuring the isoelectric pH for materials deposited on or otherwise affixed onto and in contact with an electrode surface, and a method for utilizing the isoelectric pH to form nanometer thickness, self-assembled layers on the material, are described. Forming such layers utilizing information obtained about the isoelectric pH values of the substrate and the coating is advantageous since the growth of the coating is self-limiting because once the surface charge has been neutralized there is no longer a driving force for the solid electrolyte coating thickness to increase, and uniform coatings without pinhole defects will be produced because a local driving force for assembly will exist if any bare electrode material is exposed to the solution. The present self-assembly procedure, when combined with electrodeposition, may be used to increase the coating thickness. Self-assembly, with or without additional electrodeposition, allows intimate contact between the anode, electrolyte and cathode which is required for successful application to solid-state batteries, as an example.', 'nan An apparatus and method for measuring the isoelectric pH for materials deposited on or otherwise affixed onto and in contact with an electrode surface, and a method for utilizing the isoelectric pH to form nanometer thickness, self-assembled layers on the material, are described. Forming such layers utilizing information obtained about the isoelectric pH values of the substrate and the coating is advantageous since the growth of the coating is self-limiting because once the surface charge has been neutralized there is no longer a driving force for the solid electrolyte coating thickness to increase, and uniform coatings without pinhole defects will be produced because a local driving force for assembly will exist if any bare electrode material is exposed to the solution. The present self-assembly procedure, when combined with electrodeposition, may be used to increase the coating thickness. Self-assembly, with or without additional electrodeposition, allows intimate contact between the anode, electrolyte and cathode which is required for successful application to solid-state batteries, as an example.']"
22,18,22_underwater_energy_unmanned_aircraft,"['underwater', 'energy', 'unmanned', 'aircraft', 'relay', 'supply', 'sea', 'submarine', 'deepsea', 'value']","['A deep sea energy relay system for energy supply of unmanned underwater vehicle The invention relates to a deep sea energy relay system for energy supply of unmanned underwater vehicle. underwater duty vehicle, energy supply aircraft are unmanned underwater vehicle; the underwater duty aircraft is sent to patrol and detect by the submarine; the energy supply aircraft is sent by the submarine; according to the energy stored by the energy supply aircraft, the energy is supplied to the underwater duty aircraft; according to the energy stored by the movable charging device and/or deep sea energy relay station to transmit the energy to the energy supply aircraft moving near the movable charging device for energy supply; deep sea energy relay station itself can generate and store energy, and is connected with the movable charging device for energy supply. The invention can realize long-term submarine unmanned underwater vehicle for a long time, autonomous, large power energy supply.', 'A deep sea energy relay system for energy supply of unmanned underwater vehicle The invention relates to a deep sea energy relay system for energy supply of unmanned underwater vehicle. underwater duty vehicle, energy supply aircraft are unmanned underwater vehicle; the underwater duty aircraft is sent to patrol and detect by the submarine; the energy supply aircraft is sent by the submarine; according to the energy stored by the energy supply aircraft, the energy is supplied to the underwater duty aircraft; according to the energy stored by the movable charging device and/or deep sea energy relay station to transmit the energy to the energy supply aircraft moving near the movable charging device for energy supply; deep sea energy relay station itself can generate and store energy, and is connected with the movable charging device for energy supply. The invention can realize long-term submarine unmanned underwater vehicle for a long time, autonomous, large power energy supply.', 'A deep sea energy relay system for energy supply of unmanned underwater vehicle The invention relates to a deep sea energy relay system for energy supply of unmanned underwater vehicle. underwater duty vehicle, energy supply aircraft are unmanned underwater vehicle; the underwater duty aircraft is sent to patrol and detect by the submarine; the energy supply aircraft is sent by the submarine; according to the energy stored by the energy supply aircraft, the energy is supplied to the underwater duty aircraft; according to the energy stored by the movable charging device and/or deep sea energy relay station to transmit the energy to the energy supply aircraft moving near the movable charging device for energy supply; deep sea energy relay station itself can generate and store energy, and is connected with the movable charging device for energy supply. The invention can realize long-term submarine unmanned underwater vehicle for a long time, autonomous, large power energy supply.']"
23,18,23_piezoelectric_tire_structure_mechanical,"['piezoelectric', 'tire', 'structure', 'mechanical', 'generating', 'wheel', 'tires', 'rotating', 'mounted', 'within']","[""System for generating electric power from a rotating tire's mechanical energy using reinforced piezoelectric materials A system for generating electric power from a rotating tire's mechanical energy concerns a power generation device with a piezoelectric structure and an energy storage device. The piezoelectric structure preferably comprises a plurality of piezoelectric fibers embedded in a generally unidirectional fashion within an epoxy matrix. The piezoelectric structure may be mounted on a support substrate that helps distribute mechanical strain to which the piezoelectric fibers are subjected in a substantially uniform fashion. The piezoelectric structure is preferably mounted within a tire structure such that electric charge is generated therein as the wheel assembly moves along a ground surface. Electrode layers within the piezoelectric structure are coupled to a power conditioning module that rectifies the resultant electric current from the piezoelectric structure and stores it in an energy storage device, preferably an electrolytic capacitor. A rechargeable battery may also be provided for storing additional charge generated within the piezoelectric structure. A regulated voltage source is provided from the energy stored in the power generation device and can be used to power various electronics systems integrated within a tire or wheel assembly. An example of an integrated tire electronics system for use with the disclosed power generation device corresponds to a tire monitoring system that wirelessly transmits such information as tire pressure, temperature and identification variables to a remote receiver location. "", ""System for generating electric power from a rotating tire's mechanical energy using reinforced piezoelectric materials A system for generating electric power from a rotating tire's mechanical energy concerns a power generation device with a piezoelectric structure and an energy storage device. The piezoelectric structure preferably comprises a plurality of piezoelectric fibers embedded in a generally unidirectional fashion within an epoxy matrix. The piezoelectric structure may be mounted on a support substrate that helps distribute mechanical strain to which the piezoelectric fibers are subjected in a substantially uniform fashion. The piezoelectric structure is preferably mounted within a tire structure such that electric charge is generated therein as the wheel assembly moves along a ground surface. Electrode layers within the piezoelectric structure are coupled to a power conditioning module that rectifies the resultant electric current from the piezoelectric structure and stores it in an energy storage device, preferably an electrolytic capacitor. A rechargeable battery may also be provided for storing additional charge generated within the piezoelectric structure. A regulated voltage source is provided from the energy stored in the power generation device and can be used to power various electronics systems integrated within a tire or wheel assembly. An example of an integrated tire electronics system for use with the disclosed power generation device corresponds to a tire monitoring system that wirelessly transmits such information as tire pressure, temperature and identification variables to a remote receiver location."", ""System for generating electric power from a rotating tire's mechanical energy using reinforced piezoelectric materials A system for generating electric power from a rotating tire's mechanical energy concerns a power generation device with a piezoelectric structure and an energy storage device. The piezoelectric structure preferably comprises a plurality of piezoelectric fibers embedded in a generally unidirectional fashion within an epoxy matrix. The piezoelectric structure may be mounted on a support substrate that helps distribute mechanical strain to which the piezoelectric fibers are subjected in a substantially uniform fashion. The piezoelectric structure is preferably mounted within a tire structure such that electric charge is generated therein as the wheel assembly moves along a ground surface. Electrode layers within the piezoelectric structure are coupled to a power conditioning module that rectifies the resultant electric current from the piezoelectric structure and stores it in an energy storage device, preferably an electrolytic capacitor. A rechargeable battery may also be provided for storing additional charge generated within the piezoelectric structure. A regulated voltage source is provided from the energy stored in the power generation device and can be used to power various electronics systems integrated within a tire or wheel assembly. An example of an integrated tire electronics system for use with the disclosed power generation device corresponds to a tire monitoring system that wirelessly transmits such information as tire pressure, temperature and identification variables to a remote receiver location. ""]"
