Topic,Keyword,Score
13,batteries,0.07516284201825191
13,spent,0.07376192262836834
13,ion,0.06797836864203294
13,adding,0.05915922733926707
13,from,0.053457317750794354
14,nan,0.12723437711214114
14,coating,0.12329223476744336
14,mass,0.12159395678356387
14,film,0.10668355652742431
14,function,0.09723465263676237
14,ionic,0.0959938516453612
14,oxide,0.08797113029308846
14,glassceramic,0.08456536781085854
14,14,0.08207706683673889
14,hydrophilicity,0.06930515111418309
15,dendrite,0.20005424681565512
15,improved,0.1934488668589583
15,stability,0.1696989792143462
15,resistance,0.16631820098919403
15,dendrites,0.11566694999224564
15,formation,0.10090924091216898
15,ionconducting,0.09399309655304644
15,material,0.09165212719922868
15,dendritic,0.08269511278252847
15,with,0.08167740863205435
16,lithiumion,0.06345713646535563
16,conducting,0.057606263531011594
16,amorphous,0.048006682627264784
16,parent,0.0419797642996951
16,mass,0.039679474258862424
16,or,0.03775807760330858
16,solid,0.03657995532479125
16,conductive,0.035771716252719236
16,higher,0.03514853843405057
16,by,0.03338799039324261
17,sulphide,0.13491057941249596
17,boron,0.0928869126545336
17,conducting,0.08529276298162067
17,large,0.082121477305348
17,lithiumion,0.08099625846867389
17,obtainable,0.0769206155972553
17,glassy,0.07592278300920095
17,electrolytes,0.07498591103271061
17,based,0.0732990981193026
17,solid,0.06723418579946056
18,nan,0.22296898124991724
18,condensed,0.1703966485527729
18,water,0.13856546468576994
18,type,0.11490662596788324
18,manufacturing,0.11354663905544655
18,device,0.10757874637947813
18,battery,0.10718349475367585
18,electronic,0.10486265006113389
18,solid,0.08905265823001365
18,electrolyte,0.08025022771305959
19,aid,0.13279281667977597
19,sintering,0.10260540103152255
19,electrolyte,0.06584255815428113
19,allsolidstate,0.06551641024872738
19,solidstate,0.05780575725597329
19,for,0.05620317170587331
19,same,0.05450310000541894
19,solid,0.052897484415752045
19,invention,0.04566766606894742
19,the,0.04517547586619012
20,layer,0.18809950011643334
20,negative,0.11352308659000492
20,electrode,0.11350776067546058
20,positive,0.07345601978841734
20,the,0.04890720507068216
20,allsolidstate,0.04273404877547655
20,battery,0.04176368327186534
20,state,0.03964633425138562
20,discharge,0.038506150930429625
20,high,0.0352069375900437
21,powder,0.08573546584219756
21,for,0.05910024241236162
21,so,0.04866193342242797
21,glass,0.04773634931425792
21,materials,0.0462411772847854
21,mol,0.04569324073025257
21,60,0.041440171476822725
21,or,0.04075801141314253
21,manufactured,0.03887265481535681
21,can,0.03708899390997827
22,conductor,0.12145387117116685
22,255,0.09633873755637891
22,crystallinity,0.09633873755637891
22,allsolidstate,0.09189314684237089
22,disclosure,0.09124797585411272
22,according,0.08055306400284139
22,lithium,0.07994204758723078
22,chemical,0.07639289122174071
22,ion,0.07239254842398314
22,battery,0.07168766207551047
