Topic,Count,Name,Representation,Representative_Docs
9,19,9_insulation_systems_support_encapsulated,"['insulation', 'systems', 'support', 'encapsulated', 'materials', 'thermal', 'member', 'encapsulating', 'barrier', 'insulating']","['MATERIALS, SYSTEMS, AND METHODS FOR ENCAPSULATING THERMAL BARRIER MATERIALS The present disclosure relates to materials and systems to manage thermal runaway issues in energy storage systems. Exemplary embodiments include an insulation layer that is encapsulated to form an insulation barrier. A support member is placed around at least a portion of an insulation layer. The support member provides a support for the insulation layer, allowing the insulation layer to be easily encapsulated and installed in a battery module or pack.', 'MATERIALS, SYSTEMS, AND METHODS FOR ENCAPSULATING THERMAL BARRIER MATERIALS The present disclosure relates to materials and systems to manage thermal runaway issues in energy storage systems. Exemplary embodiments include an insulation layer that is encapsulated to form an insulation barrier. A support member is placed around at least a portion of an insulation layer. The support member provides a support for the insulation layer, allowing the insulation layer to be easily encapsulated and installed in a battery module or pack.', 'MATERIALS, SYSTEMS, AND METHODS FOR ENCAPSULATING THERMAL BARRIER MATERIALS The present disclosure relates to materials and systems to manage thermal runaway issues in energy storage systems. Exemplary embodiments include an insulation layer that is encapsulated to form an insulation barrier. A support member is placed around at least a portion of an insulation layer. The support member provides a support for the insulation layer, allowing the insulation layer to be easily encapsulated and installed in a battery module or pack.']"
10,18,10_glass_frit_laminated_resin,"['glass', 'frit', 'laminated', 'resin', 'film', 'antistatic', 'nm', 'binder', 'than', 'optional']","['Laminated film and battery The invention claims a laminated film and a battery. The laminated film of the disclosure is a sealant forming layer having a metal foil, laminated on the metal foil, and a laminated film of an optional vitreous protective layer, the sealant forming layer comprising a glass frit and a binder resin joining the glass frit to each other, and a 5 % weight reduction temperature of the binder resin is lower than a glass glass transition temperature of the glass constituting the glass frit.', 'Laminated film and battery The invention claims a laminated film and a battery. The laminated film of the disclosure is a sealant forming layer having a metal foil, laminated on the metal foil, and a laminated film of an optional vitreous protective layer, the sealant forming layer comprising a glass frit and a binder resin joining the glass frit to each other, and a 5 % weight reduction temperature of the binder resin is lower than a glass glass transition temperature of the glass constituting the glass frit.', 'Laminated film and battery The invention claims a laminated film and a battery. The laminated film of the disclosure is a sealant forming layer having a metal foil, laminated on the metal foil, and a laminated film of an optional vitreous protective layer, the sealant forming layer comprising a glass frit and a binder resin joining the glass frit to each other, and a 5 % weight reduction temperature of the binder resin is lower than a glass glass transition temperature of the glass constituting the glass frit.']"
11,17,11_transparent_coiling_aluminium_film,"['transparent', 'coiling', 'aluminium', 'film', 'roller', 'release', 'skylight', 'the', 'connected', 'control']","['Aluminium foil film processing system of solid-state battery The invention claims an aluminium foil film processing system of solid-state battery, comprising an aluminium foil film coiling device, a release film coiling device, a film spraying device and a coiling device; the aluminium foil film coiling device automatically uncoils the aluminium foil film, and transmits to the rubber roller, the release film coiling device automatically uncoils the release film, and transmits to the heating roller, the extruding machine extrudes the resin, the resin falls to the film combining position, the heating roller and the rubber roller finish the aluminium foil film, the resin and the release film are adhered, the composite film is rolled by a rolling device; the aluminium foil film pressing mechanism finishes the coiling of the two coils of aluminium foil films before the aluminium foil film is completely uncoiled; when the release film is about to be unwound, the release film pressing mechanism finishes the coiling of the two release films. The invention integrates the uncoiling and coiling of the aluminium foil film, the spraying film, the uncoiling of the release film, the coiling and uncoiling of the composite film, which realizes the automatic production and improves the working efficiency; The whole working flow of the system does not need manual participation, which reduces the working intensity of the operator.', 'Aluminium foil film processing system of solid-state battery The invention claims an aluminium foil film processing system of solid-state battery, comprising an aluminium foil film coiling device, a release film coiling device, a film spraying device and a coiling device; the aluminium foil film coiling device automatically uncoils the aluminium foil film, and transmits to the rubber roller, the release film coiling device automatically uncoils the release film, and transmits to the heating roller, the extruding machine extrudes the resin, the resin falls to the film combining position, the heating roller and the rubber roller finish the aluminium foil film, the resin and the release film are adhered, the composite film is rolled by a rolling device; the aluminium foil film pressing mechanism finishes the coiling of the two coils of aluminium foil films before the aluminium foil film is completely uncoiled; when the release film is about to be unwound, the release film pressing mechanism finishes the coiling of the two release films. The invention integrates the uncoiling and coiling of the aluminium foil film, the spraying film, the uncoiling of the release film, the coiling and uncoiling of the composite film, which realizes the automatic production and improves the working efficiency; The whole working flow of the system does not need manual participation, which reduces the working intensity of the operator.', 'Aluminium foil film processing system of solid-state battery The invention claims an aluminium foil film processing system of solid-state battery, comprising an aluminium foil film coiling device, a release film coiling device, a film spraying device and a coiling device; the aluminium foil film coiling device automatically uncoils the aluminium foil film, and transmits to the rubber roller, the release film coiling device automatically uncoils the release film, and transmits to the heating roller, the extruding machine extrudes the resin, the resin falls to the film combining position, the heating roller and the rubber roller finish the aluminium foil film, the resin and the release film are adhered, the composite film is rolled by a rolling device; the aluminium foil film pressing mechanism finishes the coiling of the two coils of aluminium foil films before the aluminium foil film is completely uncoiled; when the release film is about to be unwound, the release film pressing mechanism finishes the coiling of the two release films. The invention integrates the uncoiling and coiling of the aluminium foil film, the spraying film, the uncoiling of the release film, the coiling and uncoiling of the composite film, which realizes the automatic production and improves the working efficiency; The whole working flow of the system does not need manual participation, which reduces the working intensity of the operator.']"
12,17,12_liquid_ionic_polymer_compound,"['liquid', 'ionic', 'polymer', 'compound', 'preparation', 'li', 'conductivity', 'centre', 'ion', 'represented']","['ionic liquid compound and preparation method, the ionic liquid polymer, use thereof and a polymer solid electrolyte containing the polymer The present disclosure relates to an ionic liquid compound and preparation method, the ionic liquid polymer, and a polymer solid electrolyte containing the polymer, in particular the disclosure provides compounds of formula (1) is represented by the structure of the ionic liquid compound and preparation method thereof, and providing the structure represented by formula (25) of ion liquid polymer and preparation method thereof, the anionic centre of the ionic liquid compound with the ion liquid polymer is perfluorinated imide ion coordinating ability is weak, reduces the anionic centre to binding capacity of the Li +, and Li conductivity improves the polymer solid electrolyte contains the ionic liquid polymer of + migration number; the disclosed ionic liquid polymer and lithium salt compound to form a polymer solid electrolyte-polyion liquid composition containing ionic liquid, ionic liquid-polyion liquid complex phase structure with micro-liquid, which can further improve conductivity and + transference number of Li electrolyte.', 'ionic liquid compound and preparation method, the ionic liquid polymer, use thereof and a polymer solid electrolyte containing the polymer The present disclosure relates to an ionic liquid compound and preparation method, the ionic liquid polymer, and a polymer solid electrolyte containing the polymer, specifically the present disclosure provides has ionic liquid compound represented by formula (1) of structure and preparation method thereof, and providing the structure represented by formula (20) of ion liquid polymer and preparation method thereof, the anionic centre of the ionic liquid compound with the ion liquid polymer is perfluorinated imide ion coordinating ability is weak, reduces the anionic centre to binding capacity of the Li +, and Li conductivity improves the polymer solid electrolyte contains the ionic liquid polymer of + migration number; the disclosed ionic liquid polymer and lithium salt compound to form a polymer solid electrolyte-polyion liquid composition containing ionic liquid, ionic liquid-polyion liquid complex phase structure with micro-liquid, which can further improve conductivity and + transference number of Li electrolyte.', 'ionic liquid compound and preparation method, the ionic liquid polymer, use thereof and a polymer solid electrolyte containing the polymer The present disclosure relates to an ionic liquid compound and preparation method, the ionic liquid polymer, and a polymer solid electrolyte containing the polymer, specifically the present disclosure provides has ionic liquid compound represented by formula (1) of structure and preparation method thereof, and providing the structure represented by formula (20) of ion liquid polymer and preparation method thereof, the anionic centre of the ionic liquid compound with the ion liquid polymer is perfluorinated imide ion coordinating ability is weak, reduces the anionic centre to binding capacity of the Li +, and Li conductivity improves the polymer solid electrolyte contains the ionic liquid polymer of + migration number; the disclosed ionic liquid polymer and lithium salt compound to form a polymer solid electrolyte-polyion liquid composition containing ionic liquid, ionic liquid-polyion liquid complex phase structure with micro-liquid, which can further improve conductivity and + transference number of Li electrolyte.']"
13,17,13_conductor_ion_ionic_hydride,"['conductor', 'ion', 'ionic', 'hydride', 'lithium', 'without', 'deposition', 'addition', 'vapor', 'complex']","['Ion conductors and power storage devices To provide an ion conductor capable of enhancing the adhesion between particles and exhibiting high lithium ion conductivity by simply press-molding powder without using a sulfide-based ion conductor and without firing or vapor deposition. The ion conductor contains a complex hydride in addition to the oxide-based lithium ion conductor.', 'Ion conductor and power storage device There is provided an ion conductor capable of enhancing particle-to-particle adhesion without using a sulfide-based ion conductor, or performing firing or vapor deposition, and by simply pressing the powder and exhibiting high lithium ion conductivity. The ion conductor contains a complex hydride in addition to the oxide-based lithium ion conductor.', 'Ion conductor and power storage device There is provided an ion conductor capable of enhancing particle-to-particle adhesion without using a sulfide-based ion conductor, or performing firing or vapor deposition, and by simply pressing the powder and exhibiting high lithium ion conductivity. The ion conductor contains a complex hydride in addition to the oxide-based lithium ion conductor.']"
14,17,14_fine_segment_composition_inorganic,"['fine', 'segment', 'composition', 'inorganic', 'derived', 'ceramic', 'methacrylic', 'methacrylate', 'particle', 'resin']","['Resin composition, inorganic fine particle dispersion slurry composition, inorganic fine particle dispersion sheet, method for producing all solid state battery, and method for producing laminated ceramic capacitor The present invention provides a resin composition which has excellent decomposability at a low temperature and which can obtain a molded body having high strength, and can realize further multilayering and thinning to produce an all-solid battery or a laminated ceramic capacitor having excellent characteristics. Such as ceramic laminates. Moreover, the present invention provides an inorganic fine particle-dispersed slurry composition, an inorganic fine particle-dispersed sheet, a method for producing an all-solid-state battery, and a method for producing a laminated ceramic capacitor using the resin composition.  The present invention is a resin composition containing a resin composition of a (meth)acrylic resin, and the (meth)acrylic resin contains: a total of 20 to 70% by weight of a segment derived from methyl methacrylate a segment derived from isobutyl methacrylate, 1 to 10% by weight of a segment derived from a glycidyl group-containing (meth) acrylate, and 5 to 40% by weight of a carbon number derived from an ester substituent It is a segment of (meth) acrylate of 8 or more.', 'Inorganic fine particle dispersion slurry composition, inorganic fine particle dispersion sheet, method for manufacturing solid-state battery, and method for manufacturing multilayer ceramic capacitor The present invention provides a resin composition that has excellent decomposability at low temperatures and can obtain a molded body with higher strength, which can realize further multilayering and thinning to produce all-solid batteries or multilayer ceramic capacitors with excellent characteristics And other ceramic laminates. In addition, the present invention provides an inorganic fine particle dispersion slurry composition, an inorganic fine particle dispersion sheet, a method for manufacturing an all-solid battery, and a method for manufacturing a multilayer ceramic capacitor using the resin composition.  The present invention is a resin composition containing a resin composition of (meth)acrylic resin, and The above-mentioned (meth)acrylic resin contains: a total of 20 to 70% by weight of the segment derived from methyl methacrylate and the segment derived from isobutyl methacrylate, and 1 to 10% by weight of the segment derived from shrinkage The glyceryl (meth)acrylate segment, and 5-40% by weight of the (meth)acrylate segment derived from the ester substituent with a carbon number of 8 or more.', 'Inorganic fine particle dispersion slurry composition, inorganic fine particle dispersion sheet, method for manufacturing solid-state battery, and method for manufacturing multilayer ceramic capacitor The present invention provides a resin composition that has excellent decomposability at low temperatures and can obtain a molded body with higher strength, which can realize further multilayering and thinning to produce all-solid batteries or multilayer ceramic capacitors with excellent characteristics And other ceramic laminates. In addition, the present invention provides an inorganic fine particle dispersion slurry composition, an inorganic fine particle dispersion sheet, a method for manufacturing an all-solid battery, and a method for manufacturing a multilayer ceramic capacitor using the resin composition.  The present invention is a resin composition containing a resin composition of (meth)acrylic resin, and The above-mentioned (meth)acrylic resin contains: a total of 20 to 70% by weight of the segment derived from methyl methacrylate and the segment derived from isobutyl methacrylate, and 1 to 10% by weight of the segment derived from shrinkage The glyceryl (meth)acrylate segment, and 5-40% by weight of the (meth)acrylate segment derived from the ester substituent with a carbon number of 8 or more.']"
15,15,15_primer_body_matimage_fig,"['primer', 'body', 'matimage', 'fig', 'electrode', 'electrochemical', 'element', 'composition', 'an', 'manufacturing']","['The manufacturing method of an electrochemical element and an electrochemical element SUBJECT of the Invention  The manufacturing method of the electrode body which is excellent in adhesiveness with a sealing material, and an electrode body, and an electrochemical element are provided.  PROBLEM to be solved  Electrode,   It has one layer or the multiple-layered primer layer laminated|stacked on the said electrode,   The manufacturing method of the electrode body and electrode body which are the on-site superposition|polymerization type|mold composition layers which at least 1 layer of the said primer layer turns into from the polymer of an on-site superposition|polymerization type|mold composition, and an electrochemical element.  SELECTED DRAWINGS  Absence   [FIG. 1]   [MAT_IMAGE 000005]   [FIG. 2]   [MAT_IMAGE 000006]   [FIG. 3]   [MAT_IMAGE 000007]   [FIG. 4]   [MAT_IMAGE 000008]   [FIG. 5]   [MAT_IMAGE 000009]   [FIG. 6]   [MAT_IMAGE 000010]   [FIG. 7]   [MAT_IMAGE 000011]', 'The manufacturing method of an electrochemical element and an electrochemical element SUBJECT of the Invention  The manufacturing method of the electrode body which is excellent in adhesiveness with a sealing material, and an electrode body, and an electrochemical element are provided.  PROBLEM to be solved  Electrode,   It has one layer or the multiple-layered primer layer laminated|stacked on the said electrode,   The manufacturing method of the electrode body and electrode body which are the on-site superposition|polymerization type|mold composition layers which at least 1 layer of the said primer layer turns into from the polymer of an on-site superposition|polymerization type|mold composition, and an electrochemical element.  SELECTED DRAWINGS  Absence   [FIG. 1]   [MAT_IMAGE 000005]   [FIG. 2]   [MAT_IMAGE 000006]   [FIG. 3]   [MAT_IMAGE 000007]   [FIG. 4]   [MAT_IMAGE 000008]   [FIG. 5]   [MAT_IMAGE 000009]   [FIG. 6]   [MAT_IMAGE 000010]   [FIG. 7]   [MAT_IMAGE 000011]', 'The manufacturing method of an electrochemical element and an electrochemical element SUBJECT of the Invention  The manufacturing method of the electrode body which is excellent in adhesiveness with a sealing material, and an electrode body, and an electrochemical element are provided.  PROBLEM to be solved  Electrode,   It has one layer or the multiple-layered primer layer laminated|stacked on the said electrode,   The manufacturing method of the electrode body and electrode body which are the on-site superposition|polymerization type|mold composition layers which at least 1 layer of the said primer layer turns into from the polymer of an on-site superposition|polymerization type|mold composition, and an electrochemical element.  SELECTED DRAWINGS  Absence   [FIG. 1]   [MAT_IMAGE 000005]   [FIG. 2]   [MAT_IMAGE 000006]   [FIG. 3]   [MAT_IMAGE 000007]   [FIG. 4]   [MAT_IMAGE 000008]   [FIG. 5]   [MAT_IMAGE 000009]   [FIG. 6]   [MAT_IMAGE 000010]   [FIG. 7]   [MAT_IMAGE 000011]']"
16,15,16_151_green_sheet_liner,"['151', 'green', 'sheet', 'liner', '155', 'release', 'adhesive', 'agent', '153', 'coating']","['Adhesive film An adhesive film 150 for fixing solid particles comprises: an adhesive agent layer 151 that is curable; a coating layer 155 that is provided in contact with a first surface of the adhesive agent layer 151; a first release liner 153 that is provided to a surface of the coating layer 155, said surface being on the opposite side from the adhesive agent layer 151; and a second release liner 154 that is provided to a second surface of the adhesive agent layer 151. The coating layer 155 is a resin layer that includes a mold release component and has a lower glass transition temperature than the first release liner 153. The peel force between the coating layer 155 and the adhesive agent layer 151 is less than the peel force between the first release liner 153 and the coating layer 155, and greater than the peel force between the second release liner 154 and the adhesive agent layer 151.', 'Adhesive film An adhesive film 150 for fixing solid particles comprises: an adhesive agent layer 151 that is curable; a coating layer 155 that is provided in contact with a first surface of the adhesive agent layer 151; a first release liner 153 that is provided to a surface of the coating layer 155, said surface being on the opposite side from the adhesive agent layer 151; and a second release liner 154 that is provided to a second surface of the adhesive agent layer 151. The coating layer 155 is a resin layer that includes a mold release component and has a lower glass transition temperature than the first release liner 153. The peel force between the coating layer 155 and the adhesive agent layer 151 is less than the peel force between the first release liner 153 and the coating layer 155, and greater than the peel force between the second release liner 154 and the adhesive agent layer 151.', 'Adhesive film An adhesive film 150 for fixing solid particles comprises: an adhesive agent layer 151 that is curable; a coating layer 155 that is provided in contact with a first surface of the adhesive agent layer 151; a first release liner 153 that is provided to a surface of the coating layer 155, said surface being on the opposite side from the adhesive agent layer 151; and a second release liner 154 that is provided to a second surface of the adhesive agent layer 151. The coating layer 155 is a resin layer that includes a mold release component and has a lower glass transition temperature than the first release liner 153. The peel force between the coating layer 155 and the adhesive agent layer 151 is less than the peel force between the first release liner 153 and the coating layer 155, and greater than the peel force between the second release liner 154 and the adhesive agent layer 151.']"
17,14,17_process_carrier_charge_hydrothermal,"['process', 'carrier', 'charge', 'hydrothermal', 'mesoporous', 'solvent', 'material', 'materials', 'pores', 'fluid']","['OPTIMISATION OF MESOPOROUS BATTERY AND SUPERCAPACITOR MATERIALS A process for processing an electroactive mesoporous material into a cathode, or an anode or a supercapacitor material using one or more of the steps of: (a) modifying the material to remove impurities or substitute materials in the powder by a hydrothermal process; (b) intercalating the material by injecting the material with the charge carrier ion using a hydrothermal process or supercritical CO 2 fluid process where the solvent fluid contains a soluble material of the charge carrier ion; (c) sintering the intercalated material; (d) providing a layer of a conducting material within the material pores; (e) filling the pores and interparticle spaces with an electrolyte generally comprising the charge carrier ion and a solvent; and for solid state materials, (f) polymerizing the solvent to encapsulate the powders.', 'OPTIMISATION OF MESOPOROUS BATTERY AND SUPERCAPACITOR MATERIALS A process for processing an electroactive mesoporous material into a cathode, or an anode or a supercapacitor material using one or more of the steps of: (a) modifying the material to remove impurities or substitute materials in the powder by a hydrothermal process; (b) intercalating the material by injecting the material with the charge carrier ion using a hydrothermal process or supercritical CO 2 fluid process where the solvent fluid contains a soluble material of the charge carrier ion; (c) sintering the intercalated material; (d) providing a layer of a conducting material within the material pores; (e) filling the pores and interparticle spaces with an electrolyte generally comprising the charge carrier ion and a solvent; and for solid state materials, (f) polymerizing the solvent to encapsulate the powders.', 'OPTIMISATION OF MESOPOROUS BATTERY AND SUPERCAPACITOR MATERIALS A process for processing an electroactive mesoporous material into a cathode, or an anode or a supercapacitor material using one or more of the steps of: (a) modifying the material to remove impurities or substitute materials in the powder by a hydrothermal process; (b) intercalating the material by injecting the material with the charge carrier ion using a hydrothermal process or supercritical CO 2 fluid process where the solvent fluid contains a soluble material of the charge carrier ion; (c) sintering the intercalated material; (d) providing a layer of a conducting material within the material pores; (e) filling the pores and interparticle spaces with an electrolyte generally comprising the charge carrier ion and a solvent; and for solid state materials, (f) polymerizing the solvent to encapsulate the powders.']"
18,14,18_silicone_380c_laminate_thermogravimetry,"['silicone', '380c', 'laminate', 'thermogravimetry', 'polyimide', 'silicon', 'rate', 'weight', 'mass', 'layer']","['Laminated body PROBLEM TO BE SOLVED: To provide a laminate having a silicone layer, which can be used for a long time even in a high temperature environment while the embrittlement of the silicone layer is suppressed.  SOLUTION: A laminate comprises a silicone layer and a polyimide layer, wherein the weight reduction rate of the silicone layer at 380°C, measured by thermogravimetry, is 9 mass% or less.  SELECTED DRAWING: None', 'Laminated body PROBLEM TO BE SOLVED: To provide a laminate having a silicone layer, which can be used for a long time even in a high temperature environment while the embrittlement of the silicone layer is suppressed.  SOLUTION: A laminate comprises a silicone layer and a polyimide layer, wherein the weight reduction rate of the silicone layer at 380°C, measured by thermogravimetry, is 9 mass% or less.  SELECTED DRAWING: None', 'Laminated body PROBLEM TO BE SOLVED: To provide a laminate having a silicone layer, which can be used for a long time even in a high temperature environment while the embrittlement of the silicone layer is suppressed.  SOLUTION: A laminate comprises a silicone layer and a polyimide layer, wherein the weight reduction rate of the silicone layer at 380°C, measured by thermogravimetry, is 9 mass% or less.  SELECTED DRAWING: None']"
19,14,19_alloy_silicon_mxene_preparation,"['alloy', 'silicon', 'mxene', 'preparation', 'lithium', 'precursor', 'material', 'parts', 'nanohybrid', 'phase']","['Oxidation sub-silicon composite material, electrode, lithium ion battery and preparation method and application thereof The invention claims a silicon oxide composite material, electrode, lithium ion battery and preparation method and application thereof. The preparation method comprises the following steps: S1, homogenizing the raw material to obtain slurry; wherein the raw material comprises the following components by weight parts: 100 parts of silicon oxide, 0.005 to 1 parts of carbon nano tube, 0 to 10 parts of lithium additive, 10 to 200 parts of resin and solvent; homogenizing comprises sand grinding; S2, spray drying the slurry to obtain precursor A; S3, performing heat treatment to the precursor A to obtain precursor B; S4, mixing the precursor B with the coating agent and coating to obtain the precursor C; S5, heat treating the precursor C. The silicon oxide composite material prepared by the method as the lithium ion battery of the negative electrode material has high capacity, high first effect, excellent multiplying power performance and cycle performance, the preparation method is simple, and it can realize industrial scale production.', 'Oxidation sub-silicon composite material, electrode, lithium ion battery and preparation method and application thereof The invention claims a silicon oxide composite material, electrode, lithium ion battery and preparation method and application thereof. The preparation method comprises the following steps: S1, homogenizing the raw material to obtain slurry; wherein the raw material comprises the following components by weight parts: 100 parts of silicon oxide, 0.005 to 1 parts of carbon nano tube, 0 to 10 parts of lithium additive, 10 to 200 parts of resin and solvent; homogenizing comprises sand grinding; S2, spray drying the slurry to obtain precursor A; S3, performing heat treatment to the precursor A to obtain precursor B; S4, mixing the precursor B with the coating agent and coating to obtain the precursor C; S5, heat treating the precursor C. The silicon oxide composite material prepared by the method as the lithium ion battery of the negative electrode material has high capacity, high first effect, excellent multiplying power performance and cycle performance, the preparation method is simple, and it can realize industrial scale production.', 'Oxidation sub-silicon composite material, electrode, lithium ion battery and preparation method and application thereof The invention claims a silicon oxide composite material, electrode, lithium ion battery and preparation method and application thereof. The preparation method comprises the following steps: S1, homogenizing the raw material to obtain slurry; wherein the raw material comprises the following components by weight parts: 100 parts of silicon oxide, 0.005 to 1 parts of carbon nano tube, 0 to 10 parts of lithium additive, 10 to 200 parts of resin and solvent; homogenizing comprises sand grinding; S2, spray drying the slurry to obtain precursor A; S3, performing heat treatment to the precursor A to obtain precursor B; S4, mixing the precursor B with the coating agent and coating to obtain the precursor C; S5, heat treating the precursor C. The silicon oxide composite material prepared by the method as the lithium ion battery of the negative electrode material has high capacity, high first effect, excellent multiplying power performance and cycle performance, the preparation method is simple, and it can realize industrial scale production.']"
20,14,20_aerosol_humidity_delivery_configured,"['aerosol', 'humidity', 'delivery', 'configured', 'source', 'heating', 'precursor', 'control', 'vaporize', 'relative']","['AN AEROSOL DELIVERY DEVICE AND A CONTROL BODY THEREFOR An aerosol delivery device is provided. The aerosol delivery device includes at least one housing defining a reservoir configured to hold the aerosol precursor composition, and within the at least one housing, a heating element and a power source. The heating element is controllable to activate and vaporize the components of the aerosol precursor composition. The power source is configured to power a heating element to activate and vaporize the components of the aerosol precursor composition. The power source includes a rechargeable supercapacitor with a corrugated graphene-based structure.', 'AN AEROSOL DELIVERY DEVICE AND A CONTROL BODY THEREFOR An aerosol delivery device is provided. The aerosol delivery device includes at least one housing defining a reservoir configured to hold the aerosol precursor composition, and within the at least one housing, a heating element and a power source. The heating element is controllable to activate and vaporize the components of the aerosol precursor composition. The power source is configured to power a heating element to activate and vaporize the components of the aerosol precursor composition. The power source includes a rechargeable supercapacitor with a corrugated graphene-based structure.', 'AN AEROSOL DELIVERY DEVICE AND A CONTROL BODY THEREFOR An aerosol delivery device is provided. The aerosol delivery device includes at least one housing defining a reservoir configured to hold the aerosol precursor composition, and within the at least one housing, a heating element and a power source. The heating element is controllable to activate and vaporize the components of the aerosol precursor composition. The power source is configured to power a heating element to activate and vaporize the components of the aerosol precursor composition. The power source includes a rechargeable supercapacitor with a corrugated graphene-based structure.']"
21,13,21_more_one_terminals_or,"['more', 'one', 'terminals', 'or', 'capacitor', 'battery', 'terminal', 'switches', 'connected', 'capacitorassisted']","['Capacitor-based battery modules and battery systems A capacitor-based battery module includes a housing, a positive terminal, a negative terminal, one or more capacitor-based battery cells, and one or more first switches. The one or more capacitor-supported battery cells are arranged in the housing and contain one or more battery terminals and one or more capacitor terminals. The one or more battery terminals are connected to battery electrodes. The one or more capacitor connections are connected to capacitor electrodes. At least one of the one or more battery terminals and the capacitor terminals is connected to the negative terminal. One or more first switches are configured to connect the one or more capacitor terminals to the positive terminal. A total voltage of the capacitor-backed battery module is measured across the positive terminal and the negative terminal.', 'Capacitor-based battery modules and battery systems A capacitor-based battery module includes a housing, a positive terminal, a negative terminal, one or more capacitor-based battery cells, and one or more first switches. The one or more capacitor-supported battery cells are arranged in the housing and contain one or more battery terminals and one or more capacitor terminals. The one or more battery terminals are connected to battery electrodes. The one or more capacitor connections are connected to capacitor electrodes. At least one of the one or more battery terminals and the capacitor terminals is connected to the negative terminal. One or more first switches are configured to connect the one or more capacitor terminals to the positive terminal. A total voltage of the capacitor-backed battery module is measured across the positive terminal and the negative terminal.', 'Capacitor-based battery modules and battery systems A capacitor-based battery module includes a housing, a positive terminal, a negative terminal, one or more capacitor-based battery cells, and one or more first switches. The one or more capacitor-supported battery cells are arranged in the housing and contain one or more battery terminals and one or more capacitor terminals. The one or more battery terminals are connected to battery electrodes. The one or more capacitor connections are connected to capacitor electrodes. At least one of the one or more battery terminals and the capacitor terminals is connected to the negative terminal. One or more first switches are configured to connect the one or more capacitor terminals to the positive terminal. A total voltage of the capacitor-backed battery module is measured across the positive terminal and the negative terminal.']"
22,12,22_binder_monomer_storage_dispersant,"['binder', 'monomer', 'storage', 'dispersant', 'slurry', 'for', 'device', 'power', 'structural', 'mol']","['BINDER FOR POWER STORAGE DEVICES, BINDER SOLUTION FOR POWER STORAGE DEVICES, POWER STORAGE DEVICE ELECTRODE SLURRY, POWER STORAGE DEVICE ELECTRODE, AND POWER STORAGE DEVICE Provided is a binder for power storage devices, that provides an excellent peel strength when used in an electrode and that is favorable for obtaining a low-resistance electrode. Also provided are a binder solution for power storage devices, a power storage device electrode slurry, a power storage device electrode, and a power storage device. The binder for power storage devices contains a modified vinyl alcohol polymer that has a 0.05-10 mol% content of structural units deriving from (A) ethylenically unsaturated dicarboxylic acid derivatives and that has a degree of saponification of 70.0-99.9 mol%. The amount of insoluble component in the modified vinyl alcohol polymer, considered for the aqueous solution prepared with a 5 mass% concentration thereof and residing at 90°C, is from 0.1 ppm to less than 2,000 ppm.', 'Binder for power storage device, binder solution for power storage device, power storage device electrode slurry, power storage device electrode, and power storage device The invention claims a binder for an electrical storage device which is excellent in peel strength when used for an electrode and is suitable for obtaining an electrode having a low resistance, and a binder solution for an electrical storage device, an electrode slurry for an electrical storage device, an electrode for an electrical storage device, and an electrical storage device. A binder for a power storage device comprising a modified vinyl alcohol-based polymer having a content of structural units derived from a derivative (A) of an ethylenically unsaturated dicarboxylic acid of 0.05 mol % or more and 10 mol % or less, The saponification degree is 70.0 mol % or more and 99.9 mol % or less, and the amount of the insoluble component is 0.1 ppm or more and less than 2000 ppm when the modified vinyl alcohol-based polymer prepares an aqueous solution having a concentration of 5 % by mass at 90 degrees centigrade.', 'Binder for power storage device, binder solution for power storage device, power storage device electrode slurry, power storage device electrode, and power storage device The invention claims a binder for an electrical storage device which is excellent in peel strength when used for an electrode and is suitable for obtaining an electrode having a low resistance, and a binder solution for an electrical storage device, an electrode slurry for an electrical storage device, an electrode for an electrical storage device, and an electrical storage device. A binder for a power storage device comprising a modified vinyl alcohol-based polymer having a content of structural units derived from a derivative (A) of an ethylenically unsaturated dicarboxylic acid of 0.05 mol % or more and 10 mol % or less, The saponification degree is 70.0 mol % or more and 99.9 mol % or less, and the amount of the insoluble component is 0.1 ppm or more and less than 2000 ppm when the modified vinyl alcohol-based polymer prepares an aqueous solution having a concentration of 5 % by mass at 90 degrees centigrade.']"
