Topic,Count,Name,Representation,Representative_Docs
9,29,9_conductor_ion_transfer_relations,"['conductor', 'ion', 'transfer', 'relations', 'spinel', 'metal', 'xy1', '0y1', 'bivalent', 'monovalent']","['ION CONDUCTOR AND SOLID STATE BATTERY The main object of the present invention is to provide an ion conductor which has excellent ion conductivity and high electrochemical stability. The present invention solves the problem by providing an ion conductor having a spinel structure and represented by a general formula: (AxM1-x-yM\'y)Al2O4 (""A"" is a monovalent metal, ""M"" is a bivalent metal, ""M\'"" is a trivalent metal, and ""x"" and ""y"" satisfy relations: 0<x<1, 0<y<1, and x+y<1).', 'ION CONDUCTOR AND SOLID STATE BATTERY The main object of the present invention is to provide an ion conductor which has excellent ion conductivity and high electrochemical stability. The present invention solves the problem by providing an ion conductor having a spinel structure and represented by a general formula: (AxM1-x-yM\'y)Al2O4 (""A"" is a monovalent metal, ""M"" is a bivalent metal, ""M\'"" is a trivalent metal, and ""x"" and ""y"" satisfy relations: 0<x<1, 0<y<1, and x+y<1).', 'ION CONDUCTOR AND SOLID STATE BATTERY The main object of the present invention is to provide an ion conductor which has excellent ion conductivity and high electrochemical stability. The present invention solves the problem by providing an ion conductor having a spinel structure and represented by a general formula: (AxM1-x-yM\'y)Al2O4 (""A"" is a monovalent metal, ""M"" is a bivalent metal, ""M\'"" is a trivalent metal, and ""x"" and ""y"" satisfy relations: 0<x<1, 0<y<1, and x+y<1).']"
10,29,10_fluoride_magnesium_furnace_iron,"['fluoride', 'magnesium', 'furnace', 'iron', 'heating', 'difluoride', 'compound', 'container', 'first', 'atmosphere']","['METHOD FOR PRODUCING POSITIVE ELECTRODE ACTIVE MATERIAL Provided is a method for producing a positive electrode active material of a lithium ion secondary battery. This method for producing a positive electrode active material comprises: disposing, in a heating furnace, a first container containing a mixture of a lithium oxide, a fluoride, and a magnesium compound, and, on the outside of the first container, a fluoride; and heating the furnace at least at a temperature at which the fluoride is volatilized or sublimated. Preferably, the fluoride is lithium fluoride and the magnesium compound is magnesium fluoride.', 'Method for manufacturing positive electrode active material Provided is a method for producing a positive electrode active material of a lithium ion secondary battery. This method for producing a positive electrode active material comprises: disposing, in a heating furnace, a first container containing a mixture of a lithium oxide, a fluoride, and a magnesium compound, and, on the outside of the first container, a fluoride; and heating the furnace at least at a temperature at which the fluoride is volatilized or sublimated. Preferably, the fluoride is lithium fluoride and the magnesium compound is magnesium fluoride.', 'METHOD FOR PRODUCING POSITIVE ELECTRODE ACTIVE MATERIAL Provided is a method for producing a positive electrode active material of a lithium ion secondary battery. This method for producing a positive electrode active material comprises: disposing, in a heating furnace, a first container containing a mixture of a lithium oxide, a fluoride, and a magnesium compound, and, on the outside of the first container, a fluoride; and heating the furnace at least at a temperature at which the fluoride is volatilized or sublimated. Preferably, the fluoride is lithium fluoride and the magnesium compound is magnesium fluoride.']"
11,27,11_degrees_diffraction_angles_xray,"['degrees', 'diffraction', 'angles', 'xray', 'radiation', 'pattern', 'br', 'cuk', 'source', 'to']","['Solid electrolyte material and battery The solid electrolyte material comprises Li, Y, Br and I, in the X-ray diffraction pattern using Cu-Ka as the radiation source, the value of the diffraction angle 2theta is 12.5 degrees to 14.0 degrees, 25.0 degrees to 27.8 degrees, 29.2 degrees to 32.3 degrees, 41.9 degrees to 46.2 degrees, 49.5 degrees to 54.7 degrees, 51.9 degrees to 57.5 degrees in the whole range.', 'Solid electrolyte material and battery the solid electrolyte material comprises Li, Y, Br and Cl, in the X-ray diffraction pattern using Cu-K α radiation source, the value of diffraction angle 2 θ 15.1 degrees to 15.8 degrees, 27.3 degrees to 29.5 degrees, 30.1 degrees to 31.1 degrees, 32.0 degrees to 33.7 degrees, 39.0 degrees to 40.6 degrees, 47.0 degrees to 48.5 degrees of all the peak.', 'Solid electrolyte material and battery The solid electrolyte material comprises Li, Y, Br and Cl, in the X-ray diffraction pattern using Cu-Kα as the radiation source, the value of the diffraction angle 2θ is 15.1 degrees to 15.8 degrees, 27.3 degrees to 29.5 degrees, 30.1 degrees to 31.1 degrees, 32.0 degrees to 33.7 degrees, 39.0 degrees to 40.6 degrees, 47.0 degrees to 48.5 degrees in all the presence of peaks.']"
12,26,12_sheet_sodium_thickness_flatness,"['sheet', 'sodium', 'thickness', 'flatness', 'crystalcontaining', 'crystal', 'less', 'allsolidstate', 'even', 'nasicon']","[""A solid electrolyte sheet, its manufacturing method, and an all-solid-state secondary battery PROBLEM TO BE SOLVED: To provide: a sodium ion conducting crystal-containing solid electrolyte sheet which enables the achievement of excellent battery characteristics even if reduced in thickness; and an all-solid-state battery which uses this solid electrolyte sheet.  SOLUTION: A solid electrolyte sheet is characterized by: containing at least one sodium ion conducting crystal that is selected from among β''-alumina and NASICON crystal; and having a thickness of 500 μm or less and a flatness of 200 μm or less.  SELECTED DRAWING: Figure 1"", ""A solid electrolyte sheet, its manufacturing method, and an all-solid-state secondary battery PROBLEM TO BE SOLVED: To provide: a sodium ion conducting crystal-containing solid electrolyte sheet which enables the achievement of excellent battery characteristics even if reduced in thickness; and an all-solid-state battery which uses this solid electrolyte sheet.  SOLUTION: A solid electrolyte sheet is characterized by: containing at least one sodium ion conducting crystal that is selected from among β''-alumina and NASICON crystal; and having a thickness of 500 μm or less and a flatness of 200 μm or less.  SELECTED DRAWING: Figure 1"", ""A solid electrolyte sheet, its manufacturing method, and an all-solid-state secondary battery PROBLEM TO BE SOLVED: To provide: a sodium ion conducting crystal-containing solid electrolyte sheet which enables the achievement of excellent battery characteristics even if reduced in thickness; and an all-solid-state battery which uses this solid electrolyte sheet.  SOLUTION: A solid electrolyte sheet is characterized by: containing at least one sodium ion conducting crystal that is selected from among β''-alumina and NASICON crystal; and having a thickness of 500 μm or less and a flatness of 200 μm or less.  SELECTED DRAWING: Figure 1""]"
13,26,13_sintered_body_oxide_lithiumionconductive,"['sintered', 'body', 'oxide', 'lithiumionconductive', 'transition', 'face', 'lithiumcontaining', 'crystal', 'providing', 'polycrystalline']","['LITHIUM-ION-CONDUCTIVE OXIDE SINTERED BODY AND USE THEREOF [Problem] The present invention addresses the problem of providing: a lithium-ion-conductive oxide sintered body capable of providing a solid electrolyte having exceptional ion conductivity; and a solid electrolyte, electrode, and all-solid-state battery in which said lithium-ion-conductive oxide sintered body is used. [Solution] A lithium-ion-conductive oxide sintered body characterized by including at least lithium, tantalum, phosphorus, silicon, and oxygen as structural elements, and having a polycrystalline structure formed from crystal particles and particle interfaces formed between the crystal particles.', 'LITHIUM-ION-CONDUCTIVE OXIDE SINTERED BODY AND USE THEREOF [Problem] The present invention addresses the problem of providing: a lithium-ion-conductive oxide sintered body capable of providing a solid electrolyte having exceptional ion conductivity; and a solid electrolyte, electrode, and all-solid-state battery in which said lithium-ion-conductive oxide sintered body is used. [Solution] A lithium-ion-conductive oxide sintered body characterized by including at least lithium, tantalum, phosphorus, silicon, and oxygen as structural elements, and having a polycrystalline structure formed from crystal particles and particle interfaces formed between the crystal particles.', 'LITHIUM-ION-CONDUCTIVE OXIDE SINTERED BODY AND USE THEREOF [Problem] The present invention addresses the problem of providing: a lithium-ion-conductive oxide sintered body capable of providing a solid electrolyte having exceptional ion conductivity; and a solid electrolyte, electrode, and all-solid-state battery in which said lithium-ion-conductive oxide sintered body is used. [Solution] A lithium-ion-conductive oxide sintered body characterized by including at least lithium, tantalum, phosphorus, silicon, and oxygen as structural elements, and having a polycrystalline structure formed from crystal particles and particle interfaces formed between the crystal particles.']"
14,24,14_preparation_llzto_high_aluminiumcontaining,"['preparation', 'llzto', 'high', 'aluminiumcontaining', 'oxide', 'electric', 'ball', 'method', 'llzo', 'drying']","['An electric field assisting method for preparing LLZO series battery material method The invention claims low temperature solid-state battery material preparation technology, especially an electric field assisting method preparation method of LLZO series battery material. solves the problems of high sintering temperature (sintering temperature reported at present is more than 1000 degrees centigrade), long sintering time, easy to cause the Li ion high volatile, due to reduced conductivity, low production efficiency, large energy consumption, new method apparatus claim and high investment phenomenon caused by the preparation technology of barrier, so as to provide a can be efficient, industrial scale preparation of LL (A) Z (M) O (A=La, Mg, Ca, Sr, Ba; M=Zr of Nb, Ta, Sn, Hf, ...) high performance solid Li battery material. the invention is featured with low-cost, preparation technology of industrial scale, comprising a preparation period section, controllable performance, high material conductivity, small equipment investment and so on.', 'An electric field assisting method for preparing LLZO series battery material method The invention claims low temperature solid-state battery material preparation technology, especially an electric field assisting method preparation method of LLZO series battery material. solves the problems of high sintering temperature (sintering temperature reported at present is more than 1000 degrees centigrade), long sintering time, easy to cause the Li ion high volatile, due to reduced conductivity, low production efficiency, large energy consumption, new method apparatus claim and high investment phenomenon caused by the preparation technology of barrier, so as to provide a can be efficient, industrial scale preparation of LL (A) Z (M) O (A=La, Mg, Ca, Sr, Ba; M=Zr of Nb, Ta, Sn, Hf, ...) high performance solid Li battery material. the invention is featured with low-cost, preparation technology of industrial scale, comprising a preparation period section, controllable performance, high material conductivity, small equipment investment and so on.', 'An electric field assisting method for preparing LLZO series battery material method The invention claims low temperature solid-state battery material preparation technology, especially an electric field assisting method preparation method of LLZO series battery material. solves the problems of high sintering temperature (sintering temperature reported at present is more than 1000 degrees centigrade), long sintering time, easy to cause the Li ion high volatile, due to reduced conductivity, low production efficiency, large energy consumption, new method apparatus claim and high investment phenomenon caused by the preparation technology of barrier, so as to provide a can be efficient, industrial scale preparation of LL (A) Z (M) O (A=La, Mg, Ca, Sr, Ba; M=Zr of Nb, Ta, Sn, Hf, ...) high performance solid Li battery material. the invention is featured with low-cost, preparation technology of industrial scale, comprising a preparation period section, controllable performance, high material conductivity, small equipment investment and so on.']"
15,24,15_llzo_spherical_embodiments_zirconium,"['llzo', 'spherical', 'embodiments', 'zirconium', 'lanthanum', 'size', 'customizable', 'advantageously', 'narrow', 'undoped']","['Lithium Lanthanum Zirconium Oxide (LLZO) Powder Disclosed herein are embodiments of doped and undoped spherical or spheroidal lithium lanthanum zirconium oxide (LLZO) powder products, and methods of production using microwave plasma processing, which can be incorporated into solid state lithium ion batteries. Advantageously, embodiments of the disclosed LLZO powder display a high quality, high purity stoichiometry, small particle size, narrow size distribution, spherical morphology, and customizable crystalline structure.', 'Lithium Lanthanum Zirconium Oxide (LLZO) Powder Disclosed herein are embodiments of doped and undoped spherical or spheroidal lithium lanthanum zirconium oxide (LLZO) powder products, and methods of production using microwave plasma processing, which can be incorporated into solid state lithium ion batteries. Advantageously, embodiments of the disclosed LLZO powder display a high quality, high purity stoichiometry, small particle size, narrow size distribution, spherical morphology, and customizable crystalline structure.', 'Lithium lanthanum zirconium oxide (LLZO) powder Disclosed herein are embodiments of doped and undoped spherical or spheroidal lithium lanthanum zirconium oxide (LLZO) powder products, and methods of production using microwave plasma processing, which can be incorporated into solid state lithium ion batteries. Advantageously, embodiments of the disclosed LLZO powder display a high quality, high purity stoichiometry, small particle size, narrow size distribution, spherical morphology, and customizable crystalline structure.']"
16,24,16_film_nanopowder_suspension_green,"['film', 'nanopowder', 'suspension', 'green', 'debindered', 'form', 'compressed', 'milled', 'generate', 'additive']","['THIN FILM CERAMICS AND CERMETS PROCESSED USING NANOPOWDERS OF CONTROLLED COMPOSITIONS A method of making a thin film is provided. The method includes ball milling a suspension including a nanopowder, an additive component, and a solvent to generate a suspension of milled nanopowder, disposing a layer of the suspension of milled nanopowder onto a substrate, drying the layer by removing at least a portion of the solvent to form a green film, compressing the green film to form a compressed green film, debindering the compressed green film to form a debindered film, and sintering the debindered film to generate the thin film. The additive component includes a component selected from the group consisting of a dispersant, a binder, a plasticizer, and combinations thereof.', 'THIN FILM CERAMICS AND CERMETS PROCESSED USING NANOPOWDERS OF CONTROLLED COMPOSITIONS A method of making a thin film is provided. The method includes ball milling a suspension including a nanopowder, an additive component, and a solvent to generate a suspension of milled nanopowder, disposing a layer of the suspension of milled nanopowder onto a substrate, drying the layer by removing at least a portion of the solvent to form a green film, compressing the green film to form a compressed green film, debindering the compressed green film to form a debindered film, and sintering the debindered film to generate the thin film. The additive component includes a component selected from the group consisting of a dispersant, a binder, a plasticizer, and combinations thereof.', 'THIN FILM CERAMICS AND CERMETS PROCESSED USING NANOPOWDERS OF CONTROLLED COMPOSITIONS A method of making a thin film is provided. The method includes ball milling a suspension including a nanopowder, an additive component, and a solvent to generate a suspension of milled nanopowder, disposing a layer of the suspension of milled nanopowder onto a substrate, drying the layer by removing at least a portion of the solvent to form a green film, compressing the green film to form a compressed green film, debindering the compressed green film to form a debindered film, and sintering the debindered film to generate the thin film. The additive component includes a component selected from the group consisting of a dispersant, a binder, a plasticizer, and combinations thereof.']"
17,24,17_ppm_positive_me_mass,"['ppm', 'positive', 'me', 'mass', 'xme1xo2', 'lini', 'active', 'electrode', 'main', 'co']","['POSITIVE ELECTRODE ACTIVE MATERIAL, POSITIVE ELECTRODE MATERIAL, BATTERY AND METHOD FOR PRODUCING POSITIVE ELECTRODE ACTIVE MATERIAL The positive electrode active material of the present disclosure includes a complex oxide represented by formula (1): LiNi xMe1-xO2 as a main component and has a hydrogen element content of 238.8 ppm by mass or less. Here, x satisfies 0.5 ≤ x ≤ 1, and Me is at least one element selected from the group consisting of Mn, Co, and Al.', 'POSITIVE ELECTRODE ACTIVE MATERIAL, POSITIVE ELECTRODE MATERIAL, BATTERY, AND METHOD FOR MANUFACTURING POSITIVE ELECTRODE ACTIVE MATERIAL The positive electrode active material of the present disclosure includes a complex oxide represented by formula (1): LiNi xMe1-xO2 as a main component and has a hydrogen element content of 238.8 ppm by mass or less. Here, x satisfies 0.5≤x≤1, and Me is at least one element selected from the group consisting of Mn, Co, and Al.', 'POSITIVE ELECTRODE ACTIVE MATERIAL, POSITIVE ELECTRODE MATERIAL, BATTERY, AND METHOD FOR MANUFACTURING POSITIVE ELECTRODE ACTIVE MATERIAL The positive electrode active material of the present disclosure includes a complex oxide represented by formula (1): LiNi xMe1-xO2 as a main component and has a hydrogen element content of 238.8 ppm by mass or less. Here, x satisfies 0.5≤x≤1, and Me is at least one element selected from the group consisting of Mn, Co, and Al.']"
18,24,18_ceramic_sufficiently_highentropy_piezoelectric,"['ceramic', 'sufficiently', 'highentropy', 'piezoelectric', 'more', 'elements', 'while', 'bi', 'operation', 'consisting']","['SOLID ELECTROLYTE CERAMIC AND SOLID-STATE BATTERY The present invention provides a solid electrolyte ceramic that, while having excellent ion conductivity, more sufficiently suppresses increases in electron conductance resulting from operation of a solid-state battery. The present invention relates to a solid electrolyte ceramic having a garnet-type crystal structure. The solid electrolyte ceramic further contains one or more transition metal elements selected from the group consisting of Co, Ni, Mn, and Fe while having a chemical composition represented by a specific general formula. The content X of Li and the content Y of D 1, which is one or more elements selected from the group consisting of Ta, Nb, and Bi, are each within a specific range.', 'SOLID ELECTROLYTE CERAMIC AND SOLID-STATE BATTERY The present invention provides a solid electrolyte ceramic that, while having excellent ion conductivity, more sufficiently suppresses increases in electron conductance resulting from operation of a solid-state battery. The present invention relates to a solid electrolyte ceramic having a garnet-type crystal structure. The solid electrolyte ceramic further contains one or more transition metal elements selected from the group consisting of Co, Ni, Mn, and Fe while having a chemical composition represented by a specific general formula. The content X of Li and the content Y of D 1, which is one or more elements selected from the group consisting of Ta, Nb, and Bi, are each within a specific range.', 'SOLID ELECTROLYTE CERAMIC AND SOLID-STATE BATTERY The present invention provides a solid electrolyte ceramic that, while having excellent ion conductivity, more sufficiently suppresses increases in electron conductance resulting from operation of a solid-state battery. The present invention relates to a solid electrolyte ceramic having a garnet-type crystal structure. The solid electrolyte ceramic further contains one or more transition metal elements selected from the group consisting of Co, Ni, Mn, and Fe while having a chemical composition represented by a specific general formula. The content X of Li and the content Y of D 1, which is one or more elements selected from the group consisting of Ta, Nb, and Bi, are each within a specific range.']"
19,22,19_part_powder_coating_conveying,"['part', 'powder', 'coating', 'conveying', 'collecting', 'dispersingmixing', '54', 'surfaces', 'bag', 'filter']","['POWDER COATING DEVICE AND COATING METHOD, POWDER DISPERSION DEVICE, AND POWDER DISPERSION METHOD This coating device 1 comprises a dispersing/mixing part 2, a conveying part 3, and a collecting part 4. A raw material powder and a coating solution are supplied to the dispersing/mixing part 4 as a slurry. In the dispersing/mixing part 2, the slurry (mixture) in which the raw powder and the coating solution have been mixed is dispersed by means of an air flow of a high-pressure fluid into a powder, a film of the coating solution having adhered to the surface of the powder. The powder is introduced from the dispersing/mixing part 2 to the conveying part 3t and is conveyed with the conveying part 3 oriented toward the collecting part 4. While the powder is being conveyed, the coating solution that has adhered to the particle surfaces dries, whereby a powder in which the particle surfaces ares coated with a precursor is produced. A powder flow introduced into the collecting part 4 passes through a bag filter 54. This causes the powder to be captured by the bag filter 54.', 'POWDER COATING DEVICE AND COATING METHOD, POWDER DISPERSION DEVICE, AND POWDER DISPERSION METHOD This coating device 1 comprises a dispersing/mixing part 2, a conveying part 3, and a collecting part 4. A raw material powder and a coating solution are supplied to the dispersing/mixing part 4 as a slurry. In the dispersing/mixing part 2, the slurry (mixture) in which the raw powder and the coating solution have been mixed is dispersed by means of an air flow of a high-pressure fluid into a powder, a film of the coating solution having adhered to the surface of the powder. The powder is introduced from the dispersing/mixing part 2 to the conveying part 3t and is conveyed with the conveying part 3 oriented toward the collecting part 4. While the powder is being conveyed, the coating solution that has adhered to the particle surfaces dries, whereby a powder in which the particle surfaces ares coated with a precursor is produced. A powder flow introduced into the collecting part 4 passes through a bag filter 54. This causes the powder to be captured by the bag filter 54.', 'POWDER COATING DEVICE AND COATING METHOD, POWDER DISPERSION DEVICE, AND POWDER DISPERSION METHOD This coating device 1 comprises a dispersing/mixing part 2, a conveying part 3, and a collecting part 4. A raw material powder and a coating solution are supplied to the dispersing/mixing part 4 as a slurry. In the dispersing/mixing part 2, the slurry (mixture) in which the raw powder and the coating solution have been mixed is dispersed by means of an air flow of a high-pressure fluid into a powder, a film of the coating solution having adhered to the surface of the powder. The powder is introduced from the dispersing/mixing part 2 to the conveying part 3t and is conveyed with the conveying part 3 oriented toward the collecting part 4. While the powder is being conveyed, the coating solution that has adhered to the particle surfaces dries, whereby a powder in which the particle surfaces ares coated with a precursor is produced. A powder flow introduced into the collecting part 4 passes through a bag filter 54. This causes the powder to be captured by the bag filter 54.']"
20,22,20_inorganic_dispersion_resin_composition,"['inorganic', 'dispersion', 'resin', 'composition', 'fine', 'particle', 'organic', 'sintered', 'compound', 'mixture']","['The manufacturing method of the vehicle composition for inorganic fine particle dispersion|distribution, an inorganic fine particle dispersion slurry composition, and an inorganic fine particle dispersion|distribution sheet|seat PROBLEM TO BE SOLVED: To provide a vehicle composition for inorganic fine particle dispersion which has excellent low-temperature decomposition property and enables short-time degreasing, an inorganic fine particle dispersion slurry composition containing the vehicle composition for inorganic fine particle dispersion, and a method for producing an inorganic fine particle dispersion sheet using the inorganic fine particle dispersion slurry composition.  SOLUTION: A vehicle composition for inorganic fine particle dispersion contains a binder resin, an organic solvent and an organic compound having a boiling point at normal pressure of 200°C or higher and lower than 400°C, in which the binder resin contains a (meth)acrylic resin, the organic compound contains at least one selected from a phenol compound, an aromatic amine compound, a quinone compound and a nitro compound, and the content of the organic compound is 1-100 pts.wt. with respect to 100 pts.wt of the binder resin.  SELECTED DRAWING: None', 'Carrier composition for inorganic fine particle dispersion, inorganic fine particle dispersion slurry composition, and method for producing inorganic fine particle dispersion sheet An object of the present invention is to provide an inorganic fine particle dispersion carrier composition having excellent decomposability at low temperature and capable of degreasing in a short time, and an inorganic fine particle dispersion slurry composition containing the inorganic fine particle dispersion carrier composition, And a method for producing an inorganic fine particle dispersion sheet using the inorganic fine particle dispersion slurry composition.  The carrier composition for dispersion of inorganic fine particles of the present invention contains a binder resin, an organic solvent, and an organic compound having a boiling point of 200°C or more but not more than 400°C under normal pressure. The binder resin contains (meth)acrylic resin, the organic The compound contains at least one selected from the group consisting of phenol compounds, aromatic amine compounds, quinone compounds, and nitro compounds. The content of the organic compound is 1 to 100 parts by weight relative to 100 parts by weight of the binder resin.', 'Carrier composition for inorganic fine particle dispersion, inorganic fine particle dispersion slurry composition, and method for producing inorganic fine particle dispersion sheet An object of the present invention is to provide an inorganic fine particle dispersion carrier composition having excellent decomposability at low temperature and capable of degreasing in a short time, and an inorganic fine particle dispersion slurry composition containing the inorganic fine particle dispersion carrier composition, And a method for producing an inorganic fine particle dispersion sheet using the inorganic fine particle dispersion slurry composition.  The carrier composition for dispersion of inorganic fine particles of the present invention contains a binder resin, an organic solvent, and an organic compound having a boiling point of 200°C or more but not more than 400°C under normal pressure. The binder resin contains (meth)acrylic resin, the organic The compound contains at least one selected from the group consisting of phenol compounds, aromatic amine compounds, quinone compounds, and nitro compounds. The content of the organic compound is 1 to 100 parts by weight relative to 100 parts by weight of the binder resin.']"
21,21,21_electrodes_solidstate_host_dopant,"['electrodes', 'solidstate', 'host', 'dopant', 'composite', 'such', 'forming', 'mixture', 'lithium', 'ion']","['SOLID-STATE BATTERY ELECTROLYTE HAVING INCREASED STABILITY TOWARDS CATHODE MATERIALS Disclosed are electrochemical devices, such as lithium ion battery electrodes, lithium ion conducting solid-state electrolytes, and solid-state lithium ion batteries including these electrodes and solid-state electrolytes. Also disclosed are composite electrodes for solid state electrochemical devices. The composite electrodes include one or more separate phases within the electrode that provide electronic and ionic conduction pathways in the electrode active material phase. A method for forming a composite electrode for an electrochemical device is also disclosed. One example method comprises (a) forming a mixture comprising (i) a lithium host material, and (ii) a solid-state conductive material comprising a ceramic material having a crystal structure and a dopant in the crystal structure; and (b) sintering the mixture, wherein the dopant is selected such that the solid-state conductive material retains the crystal structure during sintering with the lithium host material.', 'SOLID-STATE BATTERY ELECTROLYTE HAVING INCREASED STABILITY TOWARDS CATHODE MATERIALS Disclosed are electrochemical devices, such as lithium ion battery electrodes, lithium ion conducting solid-state electrolytes, and solid-state lithium ion batteries including these electrodes and solid-state electrolytes. Also disclosed are composite electrodes for solid state electrochemical devices. The composite electrodes include one or more separate phases within the electrode that provide electronic and ionic conduction pathways in the electrode active material phase. A method for forming a composite electrode for an electrochemical device is also disclosed. One example method comprises (a) forming a mixture comprising (i) a lithium host material, and (ii) a solid-state conductive material comprising a ceramic material having a crystal structure and a dopant in the crystal structure; and (b) sintering the mixture, wherein the dopant is selected such that the solid-state conductive material retains the crystal structure during sintering with the lithium host material.', 'SOLID-STATE BATTERY ELECTROLYTE HAVING INCREASED STABILITY TOWARDS CATHODE MATERIALS Disclosed are electrochemical devices, such as lithium ion battery electrodes, lithium ion conducting solid-state electrolytes, and solid-state lithium ion batteries including these electrodes and solid-state electrolytes. Also disclosed are composite electrodes for solid state electrochemical devices. The composite electrodes include one or more separate phases within the electrode that provide electronic and ionic conduction pathways in the electrode active material phase. A method for forming a composite electrode for an electrochemical device is also disclosed. One example method comprises (a) forming a mixture comprising (i) a lithium host material, and (ii) a solid-state conductive material comprising a ceramic material having a crystal structure and a dopant in the crystal structure; and (b) sintering the mixture, wherein the dopant is selected such that the solid-state conductive material retains the crystal structure during sintering with the lithium host material.']"
22,21,22_starting_light_ceramic_receiving,"['starting', 'light', 'ceramic', 'receiving', 'means', 'product', 'onto', 'ceramics', 'some', 'result']","['METHOD AND DEVICE FOR PRODUCING CERAMICS AND CERAMIC PRODUCT The present invention relates to a method and a device for producing ceramics and to a ceramic product, the method comprising the following steps: radiating light onto a ceramic starting material in order to heat the ceramic starting material at least in some regions and, as a result, to produce a ceramic product, wherein the radiation of light is carried out simultaneously on a surface of at least 0.1 mm 2 and/or on more than 20% of the surface of the ceramic starting material, and wherein the power density of the radiated light is less than 800 W/cm2, the device comprising: - at least one receiving means for receiving a ceramic starting material and - at least one light source for radiating light onto the ceramic starting material that is or can be received in the receiving means, wherein preferably the device is configured to radiate the light onto the ceramic starting material in order to heat the ceramic starting material at least in some regions and, as a result, to produce a ceramic product, and wherein the receiving means has an insulation.', 'METHOD AND DEVICE FOR PRODUCING CERAMICS AND CERAMIC PRODUCT The present invention relates to a method and a device for producing ceramics and to a ceramic product, the method comprising the following steps: radiating light onto a ceramic starting material in order to heat the ceramic starting material at least in some regions and, as a result, to produce a ceramic product, wherein the radiation of light is carried out simultaneously on a surface of at least 0.1 mm 2 and/or on more than 20% of the surface of the ceramic starting material, and wherein the power density of the radiated light is less than 800 W/cm2, the device comprising: - at least one receiving means for receiving a ceramic starting material and - at least one light source for radiating light onto the ceramic starting material that is or can be received in the receiving means, wherein preferably the device is configured to radiate the light onto the ceramic starting material in order to heat the ceramic starting material at least in some regions and, as a result, to produce a ceramic product, and wherein the receiving means has an insulation.', 'METHOD AND DEVICE FOR PRODUCING CERAMICS AND CERAMIC PRODUCT The present invention relates to a method and a device for producing ceramics and to a ceramic product, the method comprising the following steps: radiating light onto a ceramic starting material in order to heat the ceramic starting material at least in some regions and, as a result, to produce a ceramic product, wherein the radiation of light is carried out simultaneously on a surface of at least 0.1 mm 2 and/or on more than 20% of the surface of the ceramic starting material, and wherein the power density of the radiated light is less than 800 W/cm2, the device comprising: - at least one receiving means for receiving a ceramic starting material and - at least one light source for radiating light onto the ceramic starting material that is or can be received in the receiving means, wherein preferably the device is configured to radiate the light onto the ceramic starting material in order to heat the ceramic starting material at least in some regions and, as a result, to produce a ceramic product, and wherein the receiving means has an insulation.']"
23,20,23_nan_manufacturing_conductive_method,"['nan', 'manufacturing', 'conductive', 'method', 'solidelectrolyte', 'production', 'ion', 'lgps', 'electrolyte', 'lithium']","['The manufacturing method of a lithium ion conductive solid-electrolyte powder nan', 'The manufacturing method of a lithium ion conductive solid-electrolyte powder nan', 'The manufacturing method of a lithium ion conductive solid-electrolyte powder nan']"
24,20,24_coronary_hydroxyl_semisolid_fluoride,"['coronary', 'hydroxyl', 'semisolid', 'fluoride', 'on', 'so', 'surface', 'stability', 'tightness', 'polymer']","['A solid electrolyte with coronary structure and preparation method thereof The invention claims a coronary structure solid electrolyte and preparation method thereof, using coronary convex structure of solid electrolyte surface to increase surface roughness, reducing wetting angle, by increasing the embedding depth and the contact area between the solid electrolyte and the polymer transition layer, fundamentally changing the combination mode of the solid electrolyte and the polymer transition layer, improving the bonding tightness of the interface between the solid electrolyte and the electrode, uniformity and stability. The technical route of the invention has low production cost, easy large-scale production, the obtained coronary structure solid electrolyte and high molecular polymer or other organic compound has strong impregnation, high bonding tightness, high interface ion/electron migration rate between the two, strong stability, so as to obviously improve the semi-solid state, quasi solid state, the service life of the full solid state battery and energy/power density and so on.', 'A solid electrolyte with coronary structure and preparation method thereof The invention claims a coronary structure solid electrolyte and preparation method thereof, using coronary convex structure of solid electrolyte surface to increase surface roughness, reducing wetting angle, by increasing the embedding depth and the contact area between the solid electrolyte and the polymer transition layer, fundamentally changing the combination mode of the solid electrolyte and the polymer transition layer, improving the bonding tightness of the interface between the solid electrolyte and the electrode, uniformity and stability. The technical route of the invention has low production cost, easy large-scale production, the obtained coronary structure solid electrolyte and high molecular polymer or other organic compound has strong impregnation, high bonding tightness, high interface ion/electron migration rate between the two, strong stability, so as to obviously improve the semi-solid state, quasi solid state, the service life of the full solid state battery and energy/power density and so on.', 'A solid electrolyte with coronary structure and preparation method thereof The invention claims a coronary structure solid electrolyte and preparation method thereof, using coronary convex structure of solid electrolyte surface to increase surface roughness, reducing wetting angle, by increasing the embedding depth and the contact area between the solid electrolyte and the polymer transition layer; fundamentally changing the combination mode of the solid electrolyte and the polymer transition layer, improving the bonding tightness of the interface between the solid electrolyte and the electrode, uniformity and stability. The technical route of the invention has low production cost, easy large-scale production, the obtained coronary structure solid electrolyte and high molecular polymer or other organic compound has strong impregnation, high bonding tightness, high interface ion/electron migration rate between the two, strong stability, so as to obviously improve the semi-solid state; quasi solid state, the service life of the full solid state battery and energy/power density and so on.']"
