Topic,Count,Name,Representation,Representative_Docs
9,21,9_sulfide_solid_electrolyte_of,"['sulfide', 'solid', 'electrolyte', 'of', 'layer', 'line', 'the', 'battery', 'element', 'atoms']","['All-solid-state battery PROBLEM TO BE SOLVED: To decrease a battery resistance.  SOLUTION: An all-solid battery comprises a positive electrode layer, a separator layer and a negative electrode layer. The separator layer contains a sulfide solid electrolyte. The line analysis by SEM-EDX is performed for concentrations of respective kinds of atoms on the basis of the number of sulfur atoms and the number of iodine atoms, along a straight line running from the negative electrode layer toward the positive electrode layer in parallel with a thickness direction in a section of the separator layer in parallel with the thickness direction. When a regression line is derived as a result of the line analysis, the regression line has a tilt of 0.019 to 0.036. An independent variable of the regression line is a position in the thickness direction of the separator layer. A dependent variable of the regression line is a ratio of a concentration of the number of iodine atoms to the concentration of the number of sulfur atoms.  SELECTED DRAWING: Figure 1', 'SULFIDE SOLID ELECTROLYTE, ALL SOLID STATE BATTERY, AND METHOD FOR PRODUCING SULFIDE SOLID ELECTROLYTE (Problem) The main object of the present disclosure is to provide a sulfide solid electrolyte having good water resistance. (Solution Means) In the present disclosure, a sulfide solid electrolyte containing Li, Ge, P, and S and having an LGPS type crystal phase, when X-ray photoelectron spectroscopy is performed on the surface of the sulfide solid electrolyte, Ge for the total amount of Ge 2＋The above problems are solved by providing a sulfide solid electrolyte having a ratio of 20% or more.', 'SULFIDE SOLID ELECTROLYTE, ALL SOLID STATE BATTERY, AND METHOD FOR PRODUCING SULFIDE SOLID ELECTROLYTE (Problem) The main object of the present disclosure is to provide a sulfide solid electrolyte having good water resistance. (Solution Means) In the present disclosure, a sulfide solid electrolyte containing Li, Ge, P, and S and having an LGPS type crystal phase, when X-ray photoelectron spectroscopy is performed on the surface of the sulfide solid electrolyte, Ge for the total amount of Ge 2＋The above problems are solved by providing a sulfide solid electrolyte having a ratio of 20% or more.']"
10,21,10_nan_solid_electrolyte_conductive,"['nan', 'solid', 'electrolyte', 'conductive', 'ion', 'lithium', '', '', '', '']","['nan nan', 'nan nan', 'nan nan']"
11,18,11_garnetlike_cation_preferably_crystal,"['garnetlike', 'cation', 'preferably', 'crystal', 'scm', 'is', 'having', 'ceramic', 'main', 'least']","['Ion-conducting glass ceramic having garnet-like crystal structure A glass ceramic containing lithium-ions and having a garnet-like main crystal phase having an amorphous proportion of at least 5% is disclosed. The garnet-like main crystal phase preferably has the chemical formula Li 7+x−yMxIIM3−xIIIM2−yIVMyVO12, wherein MII is a bivalent cation, MIII is a trivalent cation, MIV is a tetravalent cation, MV is a pentavalent cation. The glass ceramic is prepared by a melting technology preferably within a Skull crucible and has an ion conductivity of at least 5·10−5 S/cm, preferably of at least 1·10−4 S/cm.', 'Ion-conducting glass ceramic having garnet-like crystal structure A glass ceramic containing lithium-ions and having a garnet-like main crystal phase having an amorphous proportion of at least 5% is disclosed. The garnet-like main crystal phase preferably has the chemical formula Li 7+x−yMxIIM3−xIIIM2−yIVMyVO12, wherein MII is a bivalent cation, MIII is a trivalent cation, MIV is a tetravalent cation, MV is a pentavalent cation. The glass ceramic is prepared by a melting technology preferably within a Skull crucible and has an ion conductivity of at least 5·10−5 S/cm, preferably of at least 1·10−4 S/cm.', 'Ion-conducting glass ceramic having garnet-like crystal structure A glass ceramic containing lithium-ions and having a garnet-like main crystal phase having an amorphous proportion of at least 5% is disclosed. The garnet-like main crystal phase preferably has the chemical formula Li 7+x−yMxIIM3−xIIIM2−yIVMyVO12, wherein MII is a bivalent cation, MIII is a trivalent cation, MIV is a tetravalent cation, MV is a pentavalent cation. The glass ceramic is prepared by a melting technology preferably within a Skull crucible and has an ion conductivity of at least 5·10−5 S/cm, preferably of at least 1·10−4 S/cm.']"
12,17,12_slurry_wet_sulfidebased_solvent,"['slurry', 'wet', 'sulfidebased', 'solvent', 'mixture', 'group', 'dried', 'by', 'through', 'process']","['METHOD OF MANUFACTURING SULFIDE-BASED SOLID ELECTROLYTE THROUGH WET PROCESS A method of manufacturing a sulfide-based solid electrolyte through a wet process is provided. The method includes preparing a slurry by adding a solvent to a mixture including lithium sulfide and a sulfide of a group 14 or group 15 element and amorphizing the mixture by milling the slurry. The slurry is dried in order to remove the solvent. The dried mixture is crystallized by heat-treating to form the sulfide-based solid electrolyte.', 'METHOD OF MANUFACTURING SULFIDE-BASED SOLID ELECTROLYTE THROUGH WET PROCESS A method of manufacturing a sulfide-based solid electrolyte through a wet process is provided. The method includes preparing a slurry by adding a solvent to a mixture including lithium sulfide and a sulfide of a group 14 or group 15 element and amorphizing the mixture by milling the slurry. The slurry is dried in order to remove the solvent. The dried mixture is crystallized by heat-treating to form the sulfide-based solid electrolyte.', 'Method of manufacturing sulfide-based solid electrolyte through wet process A method of manufacturing a sulfide-based solid electrolyte through a wet process is provided. The method includes preparing a slurry by adding a solvent to a mixture including lithium sulfide and a sulfide of a group 14 or group 15 element and amorphizing the mixture by milling the slurry. The slurry is dried in order to remove the solvent. The dried mixture is crystallized by heat-treating to form the sulfide-based solid electrolyte.']"
13,17,13_glassceramic_materials_conductor_conductors,"['glassceramic', 'materials', 'conductor', 'conductors', 'recycled', 'batteries', 'spent', 'ion', 'adding', 'from']","['The manufacturing method of a glass-ceramic ion conductor PROBLEM TO BE SOLVED: To provide a method for producing a glass-ceramic ion conductor which recycles materials containing rare and expensive starting materials such as rare earths, precious metals or germanium from spent batteries.  SOLUTION: The method for producing a glass-ceramic ion conductor, comprises steps of: preparing recycled materials from spent batteries which contain glass-ceramic ion conductors; adding glass raw materials; melting the recycled materials; homogenizing the obtained melt; and molding and ceramicizing a glass. Ion conductors which are similar to conventional glass-ceramic ion conductors (e.g., LiSiCon structure) and particularly suitable as a solid electrolyte are produced by adding recycled components from the spend batteries.  SELECTED DRAWING: None', 'The manufacturing method of a glass-ceramic ion conductor PROBLEM TO BE SOLVED: To provide a method for producing a glass-ceramic ion conductor which recycles materials containing rare and expensive starting materials such as rare earths, precious metals or germanium from spent batteries.  SOLUTION: The method for producing a glass-ceramic ion conductor, comprises steps of: preparing recycled materials from spent batteries which contain glass-ceramic ion conductors; adding glass raw materials; melting the recycled materials; homogenizing the obtained melt; and molding and ceramicizing a glass. Ion conductors which are similar to conventional glass-ceramic ion conductors (e.g., LiSiCon structure) and particularly suitable as a solid electrolyte are produced by adding recycled components from the spend batteries.  SELECTED DRAWING: None', 'The manufacturing method of a glass-ceramic ion conductor PROBLEM TO BE SOLVED: To provide a method for producing a glass-ceramic ion conductor which recycles materials containing rare and expensive starting materials such as rare earths, precious metals or germanium from spent batteries.  SOLUTION: The method for producing a glass-ceramic ion conductor, comprises steps of: preparing recycled materials from spent batteries which contain glass-ceramic ion conductors; adding glass raw materials; melting the recycled materials; homogenizing the obtained melt; and molding and ceramicizing a glass. Ion conductors which are similar to conventional glass-ceramic ion conductors (e.g., LiSiCon structure) and particularly suitable as a solid electrolyte are produced by adding recycled components from the spend batteries.  SELECTED DRAWING: None']"
14,17,14_nan_coating_mass_film,"['nan', 'coating', 'mass', 'film', 'function', 'ionic', 'oxide', 'glassceramic', '14', 'hydrophilicity']","['An oxide film, its manufacturing method, and a structure provided with the oxide film nan', 'An oxide film and a structure provided with the oxide film PROBLEM TO BE SOLVED: To provide a structure including an oxide coating capable of improving at least one of hydrophilicity and ionic conduction.  SOLUTION: A structure 10 includes an oxide coating 14 having a function as an electrolyte having wettability, hydrophilicity and proton conductivity of SiO 2 included in the oxide coating 14 to water, hydrophilic function of Al2O3 and ion conductive function enhanced by including a SiO2 content of 67.0-72.0 mass%, preferably 68.8-69.6 mass% or 68.8-70.3 mass% and an Al2O3 content of 12.0-16.0 mass%, preferably 13.2-15.3 mass% or 13.2-15.6 mass% in the oxide coating 14. SELECTED DRAWING: Figure 1', 'An oxide film and a structure provided with the oxide film PROBLEM TO BE SOLVED: To provide a structure including an oxide coating capable of improving at least one of hydrophilicity and ionic conduction.  SOLUTION: A structure 10 includes an oxide coating 14 having a function as an electrolyte having wettability, hydrophilicity and proton conductivity of SiO 2 included in the oxide coating 14 to water, hydrophilic function of Al2O3 and ion conductive function enhanced by including a SiO2 content of 67.0-72.0 mass%, preferably 68.8-69.6 mass% or 68.8-70.3 mass% and an Al2O3 content of 12.0-16.0 mass%, preferably 13.2-15.3 mass% or 13.2-15.6 mass% in the oxide coating 14. SELECTED DRAWING: Figure 1']"
15,16,15_dendrite_improved_stability_resistance,"['dendrite', 'improved', 'stability', 'resistance', 'dendrites', 'formation', 'ionconducting', 'material', 'dendritic', 'with']","['LITHIUM ION-CONDUCTING MATERIAL WITH IMPROVED DENDRITE RESISTANCE The present invention relates to a lithium ion-conducting material, especially a glass-ceramic, having improved dendrite stability (stability to the formation of dendrites), and to use and a process for production.', 'LITHIUM ION-CONDUCTING MATERIAL WITH IMPROVED DENDRITE RESISTANCE The present invention relates to a lithium ion-conducting material, especially a glass-ceramic, having improved dendrite stability (stability to the formation of dendrites), and to use and a process for production.', 'LITHIUM ION-CONDUCTING MATERIAL WITH IMPROVED DENDRITE RESISTANCE The present invention relates to a lithium ion-conducting material, especially a glass-ceramic, having improved dendrite stability (stability to the formation of dendrites), and to use and a process for production.']"
16,15,16_lithiumion_conducting_amorphous_parent,"['lithiumion', 'conducting', 'amorphous', 'parent', 'mass', 'or', 'solid', 'conductive', 'higher', 'by']","['A lithium-ion conducting solid electrolyte A lithium-ion conducting solid electrolyte of the present invention comprises a parent material, a lithium-ion conducting sulfide glass represented by the formula Li₂S-X (X is at least one sulfide selected from the group consisting of B₂S₃ , SiS₂, P₂S₅, Al₂S₃, and GeS₂), and a high-temperature lithium-ion conducting compound (i.e. Li₃PO₄ or Li₂SO₄). The lithium-ion conducting solid electrolyte has higher ionic conductivity and higher decomposition voltage compared to the parent material. By the use of this solid electrolyte for electrical/chemical components such as batteries, condensers, electrochromic displays, and the like, electronic apparatus that includes such elements may have improved performance.', 'A lithium-ion conducting solid electrolyte A lithium-ion conducting solid electrolyte of the present invention comprises a parent material, a lithium-ion conducting sulfide glass represented by the formula Li₂S-X (X is at least one sulfide selected from the group consisting of B₂S₃ , SiS₂, P₂S₅, Al₂S₃, and GeS₂), and a high-temperature lithium-ion conducting compound (i.e. Li₃PO₄ or Li₂SO₄). The lithium-ion conducting solid electrolyte has higher ionic conductivity and higher decomposition voltage compared to the parent material. By the use of this solid electrolyte for electrical/chemical components such as batteries, condensers, electrochromic displays, and the like, electronic apparatus that includes such elements may have improved performance.', 'A lithium-ion conducting solid electrolyte A lithium-ion conducting solid electrolyte of the present invention comprises a parent material, a lithium-ion conducting sulfide glass represented by the formula Li₂S-X (X is at least one sulfide selected from the group consisting of B₂S₃ , SiS₂, P₂S₅, Al₂S₃, and GeS₂), and a high-temperature lithium-ion conducting compound (i.e. Li₃PO₄ or Li₂SO₄). The lithium-ion conducting solid electrolyte has higher ionic conductivity and higher decomposition voltage compared to the parent material. By the use of this solid electrolyte for electrical/chemical components such as batteries, condensers, electrochromic displays, and the like, electronic apparatus that includes such elements may have improved performance.']"
17,15,17_sulphide_boron_conducting_large,"['sulphide', 'boron', 'conducting', 'large', 'lithiumion', 'obtainable', 'glassy', 'electrolytes', 'based', 'solid']","['SULPHIDE BASED LITHIUM-ION CONDUCTING SOLID ELECTROLYTE AND METHODS FOR THE PRODUCTION THEREOF The present invention relates to solid materials which are obtainable by melt- quenching mixtures of lithium sulphide, boron sulphide and boron oxide, thereby forming a glassy solid which is suitable for use as a lithium-ion conducting electrolyte. These sulphide based lithium-ion conducting solid electrolytes exhibit a large thermal stability as supported by the large ΔT x, in particular a ΔTx of more than 100 °C.', 'SULPHIDE BASED LITHIUM-ION CONDUCTING SOLID ELECTROLYTE AND METHODS FOR THE PRODUCTION THEREOF The present invention relates to solid materials which are obtainable by melt- quenching mixtures of lithium sulphide, boron sulphide and boron oxide, thereby forming a glassy solid which is suitable for use as a lithium-ion conducting electrolyte. These sulphide based lithium-ion conducting solid electrolytes exhibit a large thermal stability as supported by the large ΔT x, in particular a ΔTx of more than 100 °C.', 'SULPHIDE BASED LITHIUM-ION CONDUCTING SOLID ELECTROLYTE AND METHODS FOR THE PRODUCTION THEREOF The present invention relates to solid materials which are obtainable by melt- quenching mixtures of lithium sulphide, boron sulphide and boron oxide, thereby forming a glassy solid which is suitable for use as a lithium-ion conducting electrolyte.These sulphide based lithium-ion conducting solid electrolytes exhibit a large thermal stability as supported by the large ΔT x, in particular a ΔTx of more than 100 °C.']"
18,15,18_nan_condensed_water_type,"['nan', 'condensed', 'water', 'type', 'manufacturing', 'device', 'battery', 'electronic', 'solid', 'electrolyte']","['The manufacturing method of a condensed water type solid electrolyte; the manufacturing method of the said condensed water type solid electrolyte; and the manufacturing method of an all-solid-state battery nan', 'The manufacturing method of a condensed water type solid electrolyte; the manufacturing method of the said condensed water type solid electrolyte; and the manufacturing method of an all-solid-state battery nan', 'The manufacturing method of a condensed water type solid electrolyte; the manufacturing method of the said condensed water type solid electrolyte; and the manufacturing method of an all-solid-state battery nan']"
19,14,19_aid_sintering_electrolyte_allsolidstate,"['aid', 'sintering', 'electrolyte', 'allsolidstate', 'solidstate', 'for', 'same', 'solid', 'invention', 'the']","['SINTERING AID OF SOLID ELECTROLYET FOR SOLID-STATE BATTERY AND SOLID ELECTROLYET COMPRISING THE SAME The present invention relates to a sintering aid for a solid electrolyte for an all-solid-state battery and a solid electrolyte containing the same. The solid electrolyte for an all-solid-state battery according to an embodiment of the present invention includes a solid electrolyte with a nasicone-type crystal structure and a sintering aid, and the sintering aid is made of an oxide containing Li, Ag, and V.', 'SINTERING AID OF SOLID ELECTROLYTE FOR SOLID-STATE BATTERY AND SOLID ELECTROLYTE COMPRISING THE SAME The present invention relates to a sintering aid for a solid electrolyte for an all-solid-state battery and a solid electrolyte containing the same. The solid electrolyte for an all-solid-state battery according to an embodiment of the present invention includes a solid electrolyte with a nashicon-type crystal structure and a sintering aid, and the sintering aid is made of an oxide containing Li, Te, and Zr.', 'SINTERING AID OF SOLID ELECTROLYTE FOR SOLID-STATE BATTERY AND SOLID ELECTROLYTE COMPRISING THE SAME The present invention relates to a sintering aid for a solid electrolyte for an all-solid-state battery and a solid electrolyte containing the same. The solid electrolyte for an all-solid-state battery according to an embodiment of the present invention includes a solid electrolyte with a nashicon-type crystal structure and a sintering aid, and the sintering aid is made of an oxide containing Li, Te, and Zr.']"
20,13,20_layer_negative_electrode_positive,"['layer', 'negative', 'electrode', 'positive', 'the', 'allsolidstate', 'battery', 'state', 'discharge', 'high']","['all-solid-state battery The invention claims a so it has high discharge voltage because it has a low negative electrode potential, and further has a high discharge capacity, so it can obtain the all solid state battery of high energy density. the all-solid-state battery having a solid electrolyte layer, a positive electrode layer and the negative electrode layer, wherein the solid electrolyte layer is sandwiched between the positive electrode layer and the negative electrode layer. in the positive electrode layer and the negative electrode layer by sintering with the at least one of the solid electrolyte layer, the solid electrolyte layer, the positive electrode layer, and any one of in the negative electrode layer containing a lithium ion conductive solid electrolyte, the negative electrode layer, after sintering and under the completely discharged state, comprising (a) TiO2, and (b) LixTi2O4 (0<x≤2).', 'all-solid-state battery The invention claims a so it has high discharge voltage because it has a low negative electrode potential, and further has a high discharge capacity, so it can obtain the all solid state battery of high energy density. the all-solid-state battery having a solid electrolyte layer, a positive electrode layer and the negative electrode layer, wherein the solid electrolyte layer is sandwiched between the positive electrode layer and the negative electrode layer. in the positive electrode layer and the negative electrode layer by sintering with the at least one of the solid electrolyte layer, the solid electrolyte layer, the positive electrode layer, and any one of in the negative electrode layer containing a lithium ion conductive solid electrolyte, the negative electrode layer, after sintering and under the completely discharged state, comprising (a) TiO2, and (b) LixTi2O4 (0<x≤2).', 'all-solid-state battery The invention claims a so it has high discharge voltage because it has a low negative electrode potential, and further has a high discharge capacity, so it can obtain the all solid state battery of high energy density. the all-solid-state battery having a solid electrolyte layer, a positive electrode layer and the negative electrode layer, wherein the solid electrolyte layer is sandwiched between the positive electrode layer and the negative electrode layer. in the positive electrode layer and the negative electrode layer by sintering with the at least one of the solid electrolyte layer, the solid electrolyte layer, the positive electrode layer, and any one of in the negative electrode layer containing a lithium ion conductive solid electrolyte, the negative electrode layer, after sintering and under the completely discharged state, comprising (a) TiO2, and (b) LixTi2O4 (0<x≤2).']"
21,11,21_powder_for_so_glass,"['powder', 'for', 'so', 'glass', 'materials', 'mol', '60', 'or', 'manufactured', 'can']","['Method for manufacturing glass powder for solid electrolyte, glass powder for solid electrolyte manufactured thereby, all solid state battery comprising the same and method for manufacturing thereof A method for manufacturing a glass powder for a solid electrolyte is provided. A method for manufacturing glass powder for a solid electrolyte according to an embodiment of the present invention is (1) LiO in the finally manufactured glass powder. 2Weighing and then mixing raw materials each containing lithium, boron, and silicon, or containing any two of them, so as to contain at least 60 mol% of the raw materials, (2) vaporizing or melting the raw materials, and (3) LiO by quenching the vaporized or melted raw material2-b2O3-SiO2It is implemented including the step of producing a glass powder. According to this, the finally produced LiO2-b2O3-SiO2LiO in glass powder2Although the content of the glass powder contains more than 60 mol%, the structure of the produced glass powder can be implemented as amorphous, so the ionic conductivity can be greatly improved, and it is electrochemically and chemically stable, so it can be widely used as a solid electrolyte component for various all-solid-state batteries. can', 'Method for manufacturing glass powder for solid electrolyte, glass powder for solid electrolyte manufactured thereby, all solid state battery comprising the same and method for manufacturing thereof A method for manufacturing a glass powder for a solid electrolyte is provided. A method for manufacturing glass powder for a solid electrolyte according to an embodiment of the present invention is (1) LiO in the finally manufactured glass powder. 2Weighing and then mixing raw materials each containing lithium, boron, and silicon, or containing any two of them, so as to contain at least 60 mol% of the raw materials, (2) vaporizing or melting the raw materials, and (3) LiO by quenching the vaporized or melted raw material2-b2O3-SiO2It is implemented including the step of producing a glass powder. According to this, the finally produced LiO2-b2O3-SiO2LiO in glass powder2Although the content of the glass powder contains more than 60 mol%, the structure of the produced glass powder can be implemented as amorphous, so the ionic conductivity can be greatly improved, and it is electrochemically and chemically stable, so it can be widely used as a solid electrolyte component for various all-solid-state batteries. can', 'Method for manufacturing glass powder for solid electrolyte, glass powder for solid electrolyte manufactured thereby, all solid state battery comprising the same and method for manufacturing thereof A method for manufacturing a glass powder for a solid electrolyte is provided. A method for manufacturing glass powder for a solid electrolyte according to an embodiment of the present invention is (1) LiO in the finally manufactured glass powder. 2Weighing and then mixing raw materials each containing lithium, boron, and silicon, or containing any two of them, so as to contain at least 60 mol% of the raw materials, (2) vaporizing or melting the raw materials, and (3) LiO by quenching the vaporized or melted raw material2-b2O3-SiO2It is implemented including the step of producing a glass powder. According to this, the finally produced LiO2-b2O3-SiO2LiO in glass powder2Although the content of the glass powder contains more than 60 mol%, the structure of the produced glass powder can be implemented as amorphous, so the ionic conductivity can be greatly improved, and it is electrochemically and chemically stable, so it can be widely used as a solid electrolyte component for various all-solid-state batteries. can']"
22,11,22_conductor_255_crystallinity_allsolidstate,"['conductor', '255', 'crystallinity', 'allsolidstate', 'disclosure', 'according', 'lithium', 'chemical', 'ion', 'battery']","['LITHIUM ION CONDUCTOR AND ALL-SOLID-STATE BATTERY COMPRISING THE SAME A lithium ion conductor for an all-solid-state battery according to present disclosure includes an oxide including lithium (Li), silicon (Si), and boron (B) and has a crystallinity of less than or equal to 25.5%.', 'LITHIUM ION CONDUCTOR AND ALL-SOLID-STATE BATTERY COMPRISING THE SAME A lithium ion conductor for an all-solid-state battery according to present disclosure includes an oxide including lithium (Li), silicon (Si), and boron (B) and has a crystallinity of less than or equal to 25.5%.', 'LITHIUM ION CONDUCTOR AND ALL-SOLID-STATE BATTERY COMPRISING THE SAME A lithium ion conductor for an all-solid-state battery according to present disclosure includes an oxide including lithium (Li), silicon (Si), and boron (B) and has a crystallinity of less than or equal to 25.5%.']"
